통계표,코드(계정항목),계정항목,단위,변환,2023/01,2023/02,2023/03,2023/04,2023/05,2023/06,2023/07,2023/08,2023/09,2023/10,2023/11,2023/12,2024/01,2024/02,2024/03,2024/04,2024/05,2024/06,2024/07,2024/08,2024/09,2024/10,2024/11,2024/12,2025/01,2025/02,2025/03
6.4. 뉴스심리지수(실험적 통계),A001,뉴스심리지수,,원자료,93.5,97.31,93.89,94.78,96.33,101.63,102.08,98.92,100.74,95.29,102.35,103.38,99.45,107.82,110.61,107.78,109.41,109.34,106.58,99.3,98.67,100.46,100.47,85.75,99.32,99.85,87.77
