차종,공장명(국가),월,Korea,U.S.A,Canada,Mexico,Europe,Eastern Europe,Latin America,Middle East,Africa,Asia Pacific,India,China,연도
K9,Korea Plants,8월,177.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2024
Stonic,Korea Plants,8월,0.0,0.0,0.0,0.0,3795.0,726.0,239.0,253.0,440.0,575.0,0.0,0.0,2024
Seltos,Korea Plants,8월,5551.0,6033.0,1533.0,0.0,0.0,198.0,891.0,152.0,0.0,858.0,0.0,0.0,2024
Soul,Korea Plants,8월,0.0,4185.0,223.0,53.0,0.0,26.0,254.0,0.0,0.0,2.0,0.0,0.0,2024
Soul EV,Korea Plants,8월,0.0,0.0,0.0,0.0,143.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,2024
Niro,Korea Plants,8월,1048.0,1763.0,212.0,88.0,2849.0,6.0,196.0,128.0,34.0,186.0,0.0,0.0,2024
Niro EV,Korea Plants,8월,61.0,906.0,223.0,0.0,1541.0,152.0,2.0,126.0,2.0,50.0,0.0,0.0,2024
Niro Plus,Korea Plants,8월,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,2024
Niro Plus EV,Korea Plants,8월,43.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2024
EV3,Korea Plants,8월,4002.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024
EV4,Korea Plants,8월,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024
EV6,Korea Plants,8월,599.0,1885.0,515.0,9.0,1923.0,9.0,8.0,6.0,25.0,148.0,26.0,2.0,2024
EV9,Korea Plants,8월,92.0,2388.0,436.0,0.0,736.0,16.0,9.0,5.0,1.0,168.0,0.0,0.0,2024
Sportage,Korea Plants,8월,5988.0,5805.0,1480.0,614.0,0.0,253.0,711.0,0.0,0.0,2459.0,0.0,0.0,2024
Sorento,Korea Plants,8월,3502.0,2169.0,195.0,0.0,1087.0,237.0,195.0,1544.0,77.0,808.0,0.0,0.0,2024
Mohave / Borrego,Korea Plants,8월,204.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,2024
Carnival / Sedona,Korea Plants,8월,5534.0,5060.0,271.0,0.0,0.0,15.0,67.0,186.0,13.0,1189.0,0.0,0.0,2024
Bongo / Frontier,Korea Plants,8월,2608.0,0.0,0.0,0.0,0.0,32.0,921.0,1173.0,147.0,247.0,0.0,0.0,2024
Bongo EV,Korea Plants,8월,382.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024
Bus,Korea Plants,8월,110.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024
Cee'd,Slovakia Plant,8월,0.0,0.0,0.0,0.0,5329.0,300.0,3.0,7.0,23.0,25.0,0.0,0.0,2024
Cee'd CUV,Slovakia Plant,8월,0.0,0.0,0.0,0.0,1949.0,275.0,27.0,0.0,195.0,0.0,0.0,0.0,2024
Sportage,Slovakia Plant,8월,0.0,0.0,0.0,0.0,10056.0,700.0,567.0,1894.0,743.0,0.0,0.0,0.0,2024
Pride / Rio (SC),Mexico Plant,8월,0.0,0.0,1.0,4354.0,0.0,0.0,1293.0,467.0,4.0,0.0,0.0,0.0,2024
K3,Mexico Plant,8월,0.0,12817.0,1055.0,1039.0,0.0,0.0,66.0,0.0,0.0,3.0,0.0,0.0,2024
Pride / Rio (FB),*Russia Plant(HMMR),8월,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024
Optima / K5,US Plant,8월,0.0,11.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,2024
Sportage,US Plant,8월,0.0,9309.0,0.0,0.0,0.0,0.0,29.0,0.0,0.0,0.0,0.0,0.0,2024
Sorento,US Plant,8월,0.0,6566.0,914.0,191.0,0.0,0.0,45.0,0.0,0.0,0.0,0.0,0.0,2024
Telluride,US Plant,8월,0.0,10273.0,308.0,58.0,0.0,0.0,18.0,49.0,0.0,2.0,0.0,0.0,2024
EV9,US Plant,8월,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024
Pegas,China Plants,8월,0.0,0.0,0.0,0.0,0.0,0.0,2377.0,1727.0,353.0,105.0,0.0,27.0,2024
Forte,China Plants,8월,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,780.0,2024
K3,China Plants,8월,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,988.0,2024
K4,China Plants,8월,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024
K5 / Optima,China Plants,8월,0.0,0.0,0.0,0.0,0.0,446.0,0.0,0.0,0.0,0.0,0.0,211.0,2024
KX1,China Plants,8월,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,520.0,2024
Sonet,China Plants,8월,0.0,0.0,0.0,1052.0,0.0,0.0,1085.0,922.0,43.0,599.0,0.0,14.0,2024
KX3 / Seltos,China Plants,8월,0.0,0.0,0.0,1273.0,0.0,0.0,1036.0,1747.0,206.0,42.0,0.0,1996.0,2024
Zhipao,China Plants,8월,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,262.0,2024
KX5 / Sportage,China Plants,8월,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,949.0,2024
Carnival,China Plants,8월,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,153.0,2024
EV5,China Plants,8월,0.0,0.0,0.0,0.0,0.0,0.0,51.0,1.0,19.0,138.0,0.0,436.0,2024
Sonet,India Plant,8월,0.0,0.0,0,0,0.0,0.0,88.0,16.0,841.0,169.0,8905.0,0.0,2024
Seltos,India Plant,8월,0.0,0.0,0.0,0.0,0.0,0.0,158.0,0.0,168.0,79.0,7155.0,0.0,2024
Carens MPV,India Plant,8월,0.0,0.0,0.0,0.0,0.0,65.0,251.0,659.0,33.0,31.0,5496.0,0.0,2024
Carnival (CKD),India Plant,8월,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024
Morning / Picanto,CKD,8월,0.0,0.0,0.0,0.0,0.0,0.0,0.0,89.0,0.0,40.0,0.0,0.0,2024
Pegas,CKD,8월,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0,2024
K3,CKD,8월,0.0,0.0,0.0,0.0,0.0,168.0,0.0,0.0,0.0,275.0,0.0,0.0,2024
K4,CKD,8월,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024
K5 / Optima,CKD,8월,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,2024
"K7, K8 / Cadenza",CKD,8월,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024
Sonet,CKD,8월,0.0,0.0,0.0,0.0,0.0,1000.0,238.0,0.0,0.0,401.0,0.0,0.0,2024
Stonic,CKD,8월,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024
Seltos,CKD,8월,0.0,0.0,0.0,0.0,0.0,72.0,0.0,0.0,0.0,359.0,0.0,0.0,2024
Soul,CKD,8월,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,2024
EV5,CKD,8월,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024
EV9,CKD,8월,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024
Sportage,CKD,8월,0.0,0.0,0.0,0.0,0.0,844.0,0.0,491.0,0.0,170.0,0.0,0.0,2024
Sorento,CKD,8월,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0,0.0,78.0,0.0,0.0,2024
New Carens,CKD,8월,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024
Carens MPV,CKD,8월,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,371.0,0.0,0.0,2024
Carnival / Sedona,CKD,8월,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,511.0,0.0,0.0,2024
Bongo / Frontier,CKD,8월,0.0,0.0,0.0,0.0,0.0,0.0,305.0,0.0,0.0,401.0,0.0,0.0,2024
Bongo,Special Vehicle,8월,0.0,0.0,0.0,0.0,0.0,173.0,2.0,0.0,4.0,9.0,0.0,0.0,2024
Millitary,Special Vehicle,8월,174.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024
Bus,Special Vehicle,8월,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024
Bongo (CKD),Special Vehicle,8월,0.0,0.0,0.0,0.0,0.0,21.0,0.0,12.0,0.0,120.0,0.0,0.0,2024
Millitary (CKD),Special Vehicle,8월,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.0,0.0,0.0,0.0,0.0,2024
Bus (CKD),Special Vehicle,8월,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,0.0,0.0,2024
Morning / Picanto,Korea Plants,9월,968.0,0.0,0.0,0.0,6947.0,298.0,1484.0,649.0,685.0,723.0,0.0,0.0,2024
Pride / Rio,Korea Plants,9월,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2024
Ray,Korea Plants,9월,2589.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024
Ray EV,Korea Plants,9월,774.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024
K3,Korea Plants,9월,4.0,0.0,30.0,5.0,0.0,25.0,7.0,722.0,29.0,1599.0,0.0,0.0,2024
K5 / Optima,Korea Plants,9월,2277.0,4897.0,0.0,0.0,0.0,2.0,3.0,727.0,0.0,0.0,0.0,0.0,2024
Stinger,Korea Plants,9월,0.0,0.0,2.0,0.0,0.0,0.0,0.0,11.0,1.0,0.0,0.0,0.0,2024
"K7,8 / Cadenza",Korea Plants,9월,4724.0,0.0,0.0,0.0,0.0,15.0,0.0,198.0,0.0,0.0,0.0,0.0,2024
K9,Korea Plants,9월,163.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,2024
Stonic,Korea Plants,9월,0.0,0.0,0.0,0.0,4738.0,1197.0,177.0,244.0,124.0,675.0,0.0,0.0,2024
Seltos,Korea Plants,9월,4433.0,3877.0,1242.0,0.0,0.0,228.0,678.0,219.0,0.0,1015.0,0.0,0.0,2024
Soul,Korea Plants,9월,0.0,4016.0,193.0,43.0,0.0,39.0,474.0,0.0,0.0,2.0,0.0,0.0,2024
Soul EV,Korea Plants,9월,0.0,0.0,0.0,0.0,86.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,2024
Niro,Korea Plants,9월,866.0,1289.0,196.0,34.0,4442.0,3.0,175.0,673.0,35.0,237.0,0.0,0.0,2024
Niro EV,Korea Plants,9월,4.0,398.0,281.0,0.0,2503.0,122.0,0.0,0.0,1.0,43.0,0.0,0.0,2024
Niro Plus,Korea Plants,9월,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,10.0,0.0,0.0,2024
Niro Plus EV,Korea Plants,9월,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2024
EV3,Korea Plants,9월,2022.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024
EV4,Korea Plants,9월,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024
EV6,Korea Plants,9월,324.0,1612.0,529.0,7.0,2366.0,7.0,8.0,13.0,14.0,178.0,25.0,5.0,2024
EV9,Korea Plants,9월,122.0,2095.0,613.0,0.0,1156.0,26.0,2.0,11.0,5.0,161.0,0.0,0.0,2024
Sportage,Korea Plants,9월,4541.0,4264.0,1113.0,602.0,0.0,445.0,596.0,0.0,0.0,2689.0,0.0,0.0,2024
Sorento,Korea Plants,9월,6628.0,1664.0,215.0,0.0,1376.0,488.0,241.0,1380.0,156.0,818.0,0.0,0.0,2024
Mohave / Borrego,Korea Plants,9월,118.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,2024
Carnival / Sedona,Korea Plants,9월,4900.0,4027.0,378.0,0.0,0.0,18.0,173.0,213.0,15.0,1287.0,0.0,0.0,2024
Bongo / Frontier,Korea Plants,9월,2143.0,0.0,0.0,0.0,0.0,47.0,1169.0,1388.0,145.0,339.0,0.0,0.0,2024
Bongo EV,Korea Plants,9월,443.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024
Bus,Korea Plants,9월,94.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024
Cee'd,Slovakia Plant,9월,0.0,0.0,0.0,0.0,6844.0,382.0,0.0,28.0,11.0,20.0,0.0,0.0,2024
Cee'd CUV,Slovakia Plant,9월,0.0,0.0,0.0,0.0,2933.0,296.0,1.0,0.0,7.0,0.0,0.0,0.0,2024
Sportage,Slovakia Plant,9월,0.0,0.0,0.0,0.0,17119.0,771.0,431.0,1729.0,733.0,0.0,0.0,0.0,2024
Pride / Rio (SC),Mexico Plant,9월,0.0,0.0,0.0,3738.0,0.0,0.0,1417.0,427.0,0.0,0.0,0.0,0.0,2024
K3,Mexico Plant,9월,0.0,10266.0,789.0,1215.0,0.0,0.0,16.0,0.0,0.0,2.0,0.0,0.0,2024
Pride / Rio (FB),*Russia Plant(HMMR),9월,0,0,0,0,0,0,0,0,0.0,0,0,0,2024
Optima / K5,US Plant,9월,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024
Sportage,US Plant,9월,0.0,6899.0,0.0,0.0,0.0,0.0,23.0,0.0,0.0,0.0,0.0,0.0,2024
Sorento,US Plant,9월,0.0,4908.0,868.0,145.0,0.0,0.0,51.0,0.0,0.0,0.0,0.0,0.0,2024
Telluride,US Plant,9월,0.0,8699.0,302.0,44.0,0.0,0.0,11.0,69.0,0.0,2.0,0.0,0.0,2024
EV9,US Plant,9월,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024
Pegas,China Plants,9월,0.0,0.0,0.0,0.0,0.0,0.0,1978.0,2416.0,203.0,131.0,0.0,17.0,2024
Forte,China Plants,9월,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,953.0,2024
K3,China Plants,9월,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,605.0,2024
K4,China Plants,9월,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024
K5 / Optima,China Plants,9월,0.0,0.0,0.0,0.0,0.0,503.0,0.0,0.0,0.0,0.0,0.0,46.0,2024
KX1,China Plants,9월,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,446.0,2024
Sonet,China Plants,9월,0.0,0.0,0.0,978.0,0.0,0.0,1130.0,894.0,50.0,484.0,0.0,11.0,2024
KX3 / Seltos,China Plants,9월,0.0,0.0,0.0,1191.0,0.0,0.0,915.0,1640.0,66.0,69.0,0.0,1938.0,2024
Zhipao,China Plants,9월,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,283.0,2024
KX5 / Sportage,China Plants,9월,0.0,0.0,0.0,0.0,0.0,0.0,0.0,393.0,0.0,0.0,0.0,996.0,2024
Carnival,China Plants,9월,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,131.0,2024
EV5,China Plants,9월,0.0,0.0,0.0,0.0,0.0,0.0,105.0,0.0,9.0,50.0,0.0,408.0,2024
Sonet,India Plant,9월,0.0,0.0,0,0,0.0,0.0,90.0,7.0,1022.0,119.0,8885.0,0.0,2024
Seltos,India Plant,9월,0.0,0.0,0.0,0.0,0.0,0.0,161.0,0.0,84.0,89.0,6061.0,0.0,2024
Carens MPV,India Plant,9월,0.0,0.0,0.0,0.0,0.0,60.0,195.0,454.0,47.0,33.0,5444.0,0.0,2024
Carnival (CKD),India Plant,9월,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024
Morning / Picanto,CKD,9월,0.0,0.0,0.0,0.0,0.0,0.0,0.0,136.0,0.0,69.0,0.0,0.0,2024
Pegas,CKD,9월,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,0.0,0.0,2024
K3,CKD,9월,0.0,0.0,0.0,0.0,0.0,110.0,0.0,0.0,0.0,495.0,0.0,0.0,2024
K4,CKD,9월,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024
K5 / Optima,CKD,9월,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0,2024
"K7, K8 / Cadenza",CKD,9월,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024
Sonet,CKD,9월,0.0,0.0,0.0,0.0,0.0,1150.0,248.0,0.0,0.0,720.0,0.0,0.0,2024
Stonic,CKD,9월,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.0,0.0,0.0,0.0,0.0,2024
Seltos,CKD,9월,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,733.0,0.0,0.0,2024
Soul,CKD,9월,0.0,0.0,0.0,0.0,0.0,61.0,0.0,0.0,0.0,0.0,0.0,0.0,2024
EV5,CKD,9월,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024
EV9,CKD,9월,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024
Sportage,CKD,9월,0.0,0.0,0.0,0.0,0.0,101.0,0.0,404.0,0.0,365.0,0.0,0.0,2024
Sorento,CKD,9월,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,127.0,0.0,0.0,2024
New Carens,CKD,9월,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024
Carens MPV,CKD,9월,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,455.0,0.0,0.0,2024
Carnival / Sedona,CKD,9월,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,672.0,0.0,0.0,2024
Bongo / Frontier,CKD,9월,0.0,0.0,0.0,0.0,0.0,0.0,241.0,0.0,0.0,559.0,0.0,0.0,2024
Bongo,Special Vehicle,9월,0.0,0.0,0.0,0.0,0.0,123.0,0.0,0.0,45.0,3.0,0.0,0.0,2024
Millitary,Special Vehicle,9월,129.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024
Bus,Special Vehicle,9월,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024
Bongo (CKD),Special Vehicle,9월,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,317.0,0.0,0.0,2024
Millitary (CKD),Special Vehicle,9월,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.0,1.0,0.0,0.0,0.0,2024
Bus (CKD),Special Vehicle,9월,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.0,0.0,0.0,2024
Morning / Picanto,Korea Plants,10월,1464.0,0.0,0.0,0.0,5364.0,181.0,1368.0,779.0,321.0,573.0,0.0,0.0,2024
Pride / Rio,Korea Plants,10월,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024
Ray,Korea Plants,10월,3036.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024
Ray EV,Korea Plants,10월,242.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024
K3,Korea Plants,10월,0.0,0.0,10.0,7.0,0.0,25.0,15.0,700.0,323.0,1013.0,0.0,0.0,2024
K5 / Optima,Korea Plants,10월,3030.0,5816.0,0.0,0.0,0.0,4.0,17.0,493.0,3.0,0.0,0.0,0.0,2024
Stinger,Korea Plants,10월,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,2024
"K7,8 / Cadenza",Korea Plants,10월,4977.0,0.0,0.0,0.0,0.0,12.0,0.0,120.0,0.0,0.0,0.0,0.0,2024
K9,Korea Plants,10월,127.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,2024
Stonic,Korea Plants,10월,0.0,0.0,0.0,0.0,4790.0,372.0,149.0,224.0,101.0,712.0,0.0,0.0,2024
Seltos,Korea Plants,10월,6822.0,4266.0,1518.0,0.0,0.0,146.0,505.0,179.0,0.0,1091.0,0.0,0.0,2024
Soul,Korea Plants,10월,0.0,4622.0,199.0,53.0,0.0,34.0,311.0,0.0,0.0,4.0,0.0,0.0,2024
Soul EV,Korea Plants,10월,0.0,0.0,0.0,0.0,6.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2024
Niro,Korea Plants,10월,941.0,1262.0,169.0,54.0,2888.0,6.0,199.0,407.0,70.0,183.0,0.0,0.0,2024
Niro EV,Korea Plants,10월,17.0,284.0,433.0,0.0,1230.0,79.0,15.0,0.0,4.0,25.0,0.0,0.0,2024
Niro Plus,Korea Plants,10월,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,6.0,0.0,0.0,0.0,2024
Niro Plus EV,Korea Plants,10월,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024
EV3,Korea Plants,10월,2107.0,0.0,0.0,0.0,553.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024
EV4,Korea Plants,10월,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024
EV6,Korea Plants,10월,557.0,1732.0,664.0,15.0,1545.0,122.0,5.0,5.0,22.0,158.0,66.0,0.0,2024
EV9,Korea Plants,10월,159.0,1940.0,541.0,0.0,734.0,12.0,4.0,8.0,5.0,101.0,0.0,0.0,2024
Sportage,Korea Plants,10월,5531.0,5122.0,1778.0,565.0,0.0,434.0,756.0,0.0,0.0,2762.0,0.0,0.0,2024
Sorento,Korea Plants,10월,7962.0,1924.0,143.0,0.0,832.0,725.0,211.0,1433.0,135.0,772.0,0.0,0.0,2024
Mohave / Borrego,Korea Plants,10월,98.0,0.0,0.0,0.0,0.0,85.0,0.0,0.0,0.0,0.0,0.0,0.0,2024
Carnival / Sedona,Korea Plants,10월,5645.0,4909.0,429.0,0.0,0.0,30.0,134.0,195.0,25.0,1062.0,0.0,0.0,2024
Bongo / Frontier,Korea Plants,10월,2569.0,0.0,0.0,0.0,0.0,35.0,1052.0,903.0,201.0,290.0,0.0,0.0,2024
Bongo EV,Korea Plants,10월,614.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024
Bus,Korea Plants,10월,124.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024
Cee'd,Slovakia Plant,10월,0.0,0.0,0.0,0.0,6350.0,380.0,0.0,52.0,13.0,9.0,0.0,0.0,2024
Cee'd CUV,Slovakia Plant,10월,0.0,0.0,0.0,0.0,2241.0,815.0,4.0,0.0,58.0,0.0,0.0,0.0,2024
Sportage,Slovakia Plant,10월,0.0,0.0,0.0,0.0,14729.0,512.0,538.0,1696.0,515.0,0.0,0.0,0.0,2024
Pride / Rio (SC),Mexico Plant,10월,0.0,0.0,2.0,3985.0,0.0,0.0,1327.0,115.0,42.0,0.0,0.0,0.0,2024
K3,Mexico Plant,10월,0.0,12858.0,613.0,1160.0,0.0,0.0,72.0,0.0,0.0,0.0,0.0,0.0,2024
Pride / Rio (FB),*Russia Plant(HMMR),10월,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024
Optima / K5,US Plant,10월,0.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2024
Sportage,US Plant,10월,0.0,8559.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,2024
Sorento,US Plant,10월,0.0,5917.0,954.0,226.0,0.0,0.0,54.0,0.0,0.0,0.0,0.0,0.0,2024
Telluride,US Plant,10월,0.0,9694.0,303.0,56.0,0.0,0.0,16.0,51.0,0.0,4.0,0.0,0.0,2024
EV9,US Plant,10월,0.0,1.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,2024
Pegas,China Plants,10월,0.0,0.0,0.0,0.0,0.0,0.0,2121.0,2457.0,94.0,130.0,0.0,21.0,2024
Forte,China Plants,10월,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,850.0,2024
K3,China Plants,10월,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,510.0,2024
K4,China Plants,10월,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024
K5 / Optima,China Plants,10월,0.0,0.0,0.0,0.0,0.0,333.0,0.0,0.0,0.0,0.0,0.0,114.0,2024
KX1,China Plants,10월,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1000.0,2024
Sonet,China Plants,10월,0.0,0.0,0.0,1031.0,0.0,0.0,1365.0,1266.0,121.0,676.0,0.0,22.0,2024
KX3 / Seltos,China Plants,10월,0.0,0.0,0.0,1153.0,0.0,0.0,1034.0,1843.0,176.0,75.0,0.0,1533.0,2024
Zhipao,China Plants,10월,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,313.0,2024
KX5 / Sportage,China Plants,10월,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1410.0,0.0,0.0,0.0,1248.0,2024
Carnival,China Plants,10월,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,175.0,2024
EV5,China Plants,10월,0.0,0.0,0.0,0.0,0.0,0.0,147.0,2.0,10.0,177.0,0.0,734.0,2024
Sonet,India Plant,10월,0.0,0.0,0,0,0.0,0.0,91.0,7.0,934.0,121.0,10292.0,0.0,2024
Seltos,India Plant,10월,0.0,0.0,0.0,0.0,0.0,0.0,161.0,0.0,189.0,107.0,7755.0,0.0,2024
Carens MPV,India Plant,10월,0.0,0.0,0.0,0.0,0.0,48.0,194.0,477.0,44.0,30.0,6553.0,0.0,2024
Carnival (CKD),India Plant,10월,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0,0.0,2024
Morning / Picanto,CKD,10월,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.0,0.0,83.0,0.0,0.0,2024
Pegas,CKD,10월,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.0,0.0,0.0,2024
K3,CKD,10월,0.0,0.0,0.0,0.0,0.0,131.0,0.0,0.0,0.0,525.0,0.0,0.0,2024
