차량 구분,연도,월,수출량,차종,거래 유형,판매량,공장명(국가),공장 코드,공장판매량,현지판매량,지역명
일반 차량,2023,3월,0.0,Carens MPV,내수,0.0,CKD (excl. Russia),DYK,0.0,0.0,캐나다
일반 차량,2023,3월,0.0,Carens MPV,내수,0.0,CKD (excl. Russia),DYK,0.0,0.0,중국
일반 차량,2023,3월,0.0,Carens MPV,내수,0.0,CKD (excl. Russia),DYK,0.0,0.0,동유럽
일반 차량,2023,3월,0.0,Carens MPV,내수,0.0,CKD (excl. Russia),DYK,0.0,0.0,유럽
일반 차량,2023,3월,0.0,Carens MPV,내수,0.0,CKD (excl. Russia),DYK,0.0,0.0,인도
일반 차량,2023,3월,0.0,Carens MPV,내수,0.0,CKD (excl. Russia),DYK,0.0,0.0,중남미
일반 차량,2023,3월,0.0,Carens MPV,내수,0.0,CKD (excl. Russia),DYK,0.0,0.0,멕시코
일반 차량,2023,3월,0.0,Carens MPV,내수,0.0,CKD (excl. Russia),DYK,0.0,0.0,중동
일반 차량,2023,3월,0.0,Carens MPV,내수,0.0,CKD (excl. Russia),DYK,0.0,0.0,미국
일반 차량,2023,4월,0.0,Carens MPV,내수,0.0,CKD (excl. Russia),DYK,0.0,0.0,아프리카
일반 차량,2023,4월,0.0,Carens MPV,내수,0.0,CKD (excl. Russia),DYK,0.0,211.0,아시아/태평양
일반 차량,2023,4월,0.0,Carens MPV,내수,0.0,CKD (excl. Russia),DYK,0.0,0.0,캐나다
일반 차량,2023,4월,0.0,Carens MPV,내수,0.0,CKD (excl. Russia),DYK,0.0,0.0,중국
일반 차량,2023,4월,0.0,Carens MPV,내수,0.0,CKD (excl. Russia),DYK,0.0,0.0,동유럽
일반 차량,2023,4월,0.0,Carens MPV,내수,0.0,CKD (excl. Russia),DYK,0.0,0.0,유럽
일반 차량,2023,4월,0.0,Carens MPV,내수,0.0,CKD (excl. Russia),DYK,0.0,0.0,인도
일반 차량,2023,4월,0.0,Carens MPV,내수,0.0,CKD (excl. Russia),DYK,0.0,0.0,중남미
일반 차량,2023,4월,0.0,Carens MPV,내수,0.0,CKD (excl. Russia),DYK,0.0,0.0,멕시코
일반 차량,2023,4월,0.0,Carens MPV,내수,0.0,CKD (excl. Russia),DYK,0.0,0.0,중동
일반 차량,2023,4월,0.0,Carens MPV,내수,0.0,CKD (excl. Russia),DYK,0.0,0.0,미국
일반 차량,2023,5월,0.0,Carens MPV,내수,0.0,CKD (excl. Russia),DYK,0.0,0.0,아프리카
일반 차량,2023,5월,0.0,Carens MPV,내수,0.0,CKD (excl. Russia),DYK,0.0,412.0,아시아/태평양
일반 차량,2023,5월,0.0,Carens MPV,내수,0.0,CKD (excl. Russia),DYK,0.0,0.0,캐나다
일반 차량,2023,5월,0.0,Carens MPV,내수,0.0,CKD (excl. Russia),DYK,0.0,0.0,중국
일반 차량,2023,5월,0.0,Carens MPV,내수,0.0,CKD (excl. Russia),DYK,0.0,0.0,동유럽
일반 차량,2023,5월,0.0,Carens MPV,내수,0.0,CKD (excl. Russia),DYK,0.0,0.0,유럽
일반 차량,2023,5월,0.0,Carens MPV,내수,0.0,CKD (excl. Russia),DYK,0.0,0.0,인도
일반 차량,2023,5월,0.0,Carens MPV,내수,0.0,CKD (excl. Russia),DYK,0.0,0.0,중남미
일반 차량,2023,5월,0.0,Carens MPV,내수,0.0,CKD (excl. Russia),DYK,0.0,0.0,멕시코
일반 차량,2023,5월,0.0,Carens MPV,내수,0.0,CKD (excl. Russia),DYK,0.0,0.0,중동
일반 차량,2023,5월,0.0,Carens MPV,내수,0.0,CKD (excl. Russia),DYK,0.0,0.0,미국
일반 차량,2023,6월,0.0,Carens MPV,내수,0.0,CKD (excl. Russia),DYK,0.0,0.0,아프리카
일반 차량,2023,6월,0.0,Carens MPV,내수,0.0,CKD (excl. Russia),DYK,0.0,298.0,아시아/태평양
일반 차량,2023,6월,0.0,Carens MPV,내수,0.0,CKD (excl. Russia),DYK,0.0,0.0,캐나다
일반 차량,2023,6월,0.0,Carens MPV,내수,0.0,CKD (excl. Russia),DYK,0.0,0.0,중국
일반 차량,2023,6월,0.0,Carens MPV,내수,0.0,CKD (excl. Russia),DYK,0.0,0.0,동유럽
일반 차량,2023,6월,0.0,Carens MPV,내수,0.0,CKD (excl. Russia),DYK,0.0,0.0,유럽
일반 차량,2023,6월,0.0,Carens MPV,내수,0.0,CKD (excl. Russia),DYK,0.0,0.0,인도
일반 차량,2023,6월,0.0,Carens MPV,내수,0.0,CKD (excl. Russia),DYK,0.0,0.0,중남미
일반 차량,2023,6월,0.0,Carens MPV,내수,0.0,CKD (excl. Russia),DYK,0.0,0.0,멕시코
일반 차량,2023,6월,0.0,Carens MPV,내수,0.0,CKD (excl. Russia),DYK,0.0,0.0,중동
일반 차량,2023,6월,0.0,Carens MPV,내수,0.0,CKD (excl. Russia),DYK,0.0,0.0,미국
일반 차량,2023,7월,0.0,Carens MPV,내수,0.0,CKD (excl. Russia),DYK,0.0,0.0,아프리카
일반 차량,2023,7월,0.0,Carens MPV,내수,0.0,CKD (excl. Russia),DYK,0.0,294.0,아시아/태평양
일반 차량,2023,7월,0.0,Carens MPV,내수,0.0,CKD (excl. Russia),DYK,0.0,0.0,캐나다
일반 차량,2023,7월,0.0,Carens MPV,내수,0.0,CKD (excl. Russia),DYK,0.0,0.0,중국
일반 차량,2023,7월,0.0,Carens MPV,내수,0.0,CKD (excl. Russia),DYK,0.0,0.0,동유럽
일반 차량,2023,7월,0.0,Carens MPV,내수,0.0,CKD (excl. Russia),DYK,0.0,0.0,유럽
일반 차량,2023,7월,0.0,Carens MPV,내수,0.0,CKD (excl. Russia),DYK,0.0,0.0,인도
일반 차량,2023,7월,0.0,Carens MPV,내수,0.0,CKD (excl. Russia),DYK,0.0,0.0,중남미
일반 차량,2023,7월,0.0,Carens MPV,내수,0.0,CKD (excl. Russia),DYK,0.0,0.0,멕시코
일반 차량,2023,7월,0.0,Carens MPV,내수,0.0,CKD (excl. Russia),DYK,0.0,0.0,중동
일반 차량,2023,7월,0.0,Carens MPV,내수,0.0,CKD (excl. Russia),DYK,0.0,0.0,미국
일반 차량,2023,8월,0.0,Carens MPV,내수,0.0,CKD (excl. Russia),DYK,0.0,0.0,아프리카
일반 차량,2023,8월,0.0,Carens MPV,내수,0.0,CKD (excl. Russia),DYK,0.0,337.0,아시아/태평양
일반 차량,2023,8월,0.0,Carens MPV,내수,0.0,CKD (excl. Russia),DYK,0.0,0.0,캐나다
일반 차량,2023,8월,0.0,Carens MPV,내수,0.0,CKD (excl. Russia),DYK,0.0,0.0,중국
일반 차량,2023,8월,0.0,Carens MPV,내수,0.0,CKD (excl. Russia),DYK,0.0,0.0,동유럽
일반 차량,2023,8월,0.0,Carens MPV,내수,0.0,CKD (excl. Russia),DYK,0.0,0.0,유럽
일반 차량,2023,8월,0.0,Carens MPV,내수,0.0,CKD (excl. Russia),DYK,0.0,0.0,인도
일반 차량,2023,8월,0.0,Carens MPV,내수,0.0,CKD (excl. Russia),DYK,0.0,0.0,중남미
일반 차량,2023,8월,0.0,Carens MPV,내수,0.0,CKD (excl. Russia),DYK,0.0,0.0,멕시코
일반 차량,2023,8월,0.0,Carens MPV,내수,0.0,CKD (excl. Russia),DYK,0.0,0.0,중동
일반 차량,2023,8월,0.0,Carens MPV,내수,0.0,CKD (excl. Russia),DYK,0.0,0.0,미국
일반 차량,2023,9월,0.0,Carens MPV,내수,0.0,CKD (excl. Russia),DYK,0.0,0.0,아프리카
일반 차량,2023,9월,0.0,Carens MPV,내수,0.0,CKD (excl. Russia),DYK,0.0,270.0,아시아/태평양
일반 차량,2023,9월,0.0,Carens MPV,내수,0.0,CKD (excl. Russia),DYK,0.0,0.0,캐나다
일반 차량,2023,9월,0.0,Carens MPV,내수,0.0,CKD (excl. Russia),DYK,0.0,0.0,중국
일반 차량,2023,9월,0.0,Carens MPV,내수,0.0,CKD (excl. Russia),DYK,0.0,0.0,동유럽
일반 차량,2023,9월,0.0,Carens MPV,내수,0.0,CKD (excl. Russia),DYK,0.0,0.0,유럽
일반 차량,2023,9월,0.0,Carens MPV,내수,0.0,CKD (excl. Russia),DYK,0.0,0.0,인도
일반 차량,2023,9월,0.0,Carens MPV,내수,0.0,CKD (excl. Russia),DYK,0.0,0.0,중남미
일반 차량,2023,9월,0.0,Carens MPV,내수,0.0,CKD (excl. Russia),DYK,0.0,0.0,멕시코
일반 차량,2023,9월,0.0,Carens MPV,내수,0.0,CKD (excl. Russia),DYK,0.0,0.0,중동
일반 차량,2023,9월,0.0,Carens MPV,내수,0.0,CKD (excl. Russia),DYK,0.0,0.0,미국
일반 차량,2023,10월,0.0,Carens MPV,내수,0.0,India Plant,KIN,6088.0,0.0,아시아/태평양
일반 차량,2023,11월,0.0,Carens MPV,내수,0.0,India Plant,KIN,5205.0,0.0,아시아/태평양
일반 차량,2023,12월,0.0,Carens MPV,내수,0.0,India Plant,KIN,3070.0,0.0,아시아/태평양
일반 차량,2023,1월,0.0,Carens MPV,내수,0.0,India Plant,KIN,8664.0,0.0,아시아/태평양
일반 차량,2023,2월,0.0,Carens MPV,내수,0.0,India Plant,KIN,6986.0,0.0,아시아/태평양
일반 차량,2023,3월,0.0,Carens MPV,내수,0.0,India Plant,KIN,6709.0,0.0,아시아/태평양
일반 차량,2023,4월,0.0,Carens MPV,내수,0.0,India Plant,KIN,6822.0,0.0,아시아/태평양
일반 차량,2023,5월,0.0,Carens MPV,내수,0.0,India Plant,KIN,7131.0,0.0,아시아/태평양
일반 차량,2023,6월,0.0,Carens MPV,내수,0.0,India Plant,KIN,8755.0,0.0,아시아/태평양
일반 차량,2023,7월,0.0,Carens MPV,내수,0.0,India Plant,KIN,6823.0,0.0,아시아/태평양
일반 차량,2023,8월,0.0,Carens MPV,내수,0.0,India Plant,KIN,5293.0,0.0,아시아/태평양
일반 차량,2023,9월,0.0,Carens MPV,내수,0.0,India Plant,KIN,4789.0,0.0,아시아/태평양
일반 차량,2024,10월,0.0,Carens MPV,내수,0.0,India Plant,KIN,0.0,44.0,아프리카
일반 차량,2024,10월,0.0,Carens MPV,내수,0.0,India Plant,KIN,0.0,30.0,아시아/태평양
일반 차량,2024,10월,0.0,Carens MPV,내수,0.0,India Plant,KIN,0.0,0.0,캐나다
일반 차량,2024,10월,0.0,Carens MPV,내수,0.0,India Plant,KIN,0.0,0.0,중국
일반 차량,2024,10월,0.0,Carens MPV,내수,0.0,India Plant,KIN,0.0,48.0,동유럽
일반 차량,2024,10월,0.0,Carens MPV,내수,0.0,India Plant,KIN,0.0,0.0,유럽
일반 차량,2024,10월,0.0,Carens MPV,내수,0.0,India Plant,KIN,0.0,6553.0,인도
일반 차량,2024,10월,0.0,Carens MPV,내수,0.0,India Plant,KIN,0.0,194.0,중남미
일반 차량,2024,10월,0.0,Carens MPV,내수,0.0,India Plant,KIN,0.0,0.0,멕시코
일반 차량,2024,10월,0.0,Carens MPV,내수,0.0,India Plant,KIN,0.0,477.0,중동
일반 차량,2024,10월,0.0,Carens MPV,내수,0.0,India Plant,KIN,0.0,0.0,미국
일반 차량,2024,11월,0.0,Carens MPV,내수,0.0,India Plant,KIN,0.0,38.0,아프리카
일반 차량,2024,11월,0.0,Carens MPV,내수,0.0,India Plant,KIN,0.0,30.0,아시아/태평양
일반 차량,2024,11월,0.0,Carens MPV,내수,0.0,India Plant,KIN,0.0,0.0,캐나다
일반 차량,2024,11월,0.0,Carens MPV,내수,0.0,India Plant,KIN,0.0,0.0,중국
일반 차량,2024,11월,0.0,Carens MPV,내수,0.0,India Plant,KIN,0.0,73.0,동유럽
일반 차량,2024,11월,0.0,Carens MPV,내수,0.0,India Plant,KIN,0.0,0.0,유럽
일반 차량,2024,11월,0.0,Carens MPV,내수,0.0,India Plant,KIN,0.0,5722.0,인도
일반 차량,2024,11월,0.0,Carens MPV,내수,0.0,India Plant,KIN,0.0,178.0,중남미
일반 차량,2024,11월,0.0,Carens MPV,내수,0.0,India Plant,KIN,0.0,0.0,멕시코
일반 차량,2024,11월,0.0,Carens MPV,내수,0.0,India Plant,KIN,0.0,453.0,중동
일반 차량,2024,11월,0.0,Carens MPV,내수,0.0,India Plant,KIN,0.0,0.0,미국
일반 차량,2024,12월,0.0,Carens MPV,내수,0.0,India Plant,KIN,0.0,40.0,아프리카
일반 차량,2024,12월,0.0,Carens MPV,내수,0.0,India Plant,KIN,0.0,43.0,아시아/태평양
일반 차량,2024,12월,0.0,Carens MPV,내수,0.0,India Plant,KIN,0.0,0.0,캐나다
일반 차량,2024,12월,0.0,Carens MPV,내수,0.0,India Plant,KIN,0.0,0.0,중국
일반 차량,2024,12월,0.0,Carens MPV,내수,0.0,India Plant,KIN,0.0,38.0,동유럽
일반 차량,2024,12월,0.0,Carens MPV,내수,0.0,India Plant,KIN,0.0,0.0,유럽
일반 차량,2024,12월,0.0,Carens MPV,내수,0.0,India Plant,KIN,0.0,6225.0,인도
일반 차량,2024,12월,0.0,Carens MPV,내수,0.0,India Plant,KIN,0.0,214.0,중남미
일반 차량,2024,12월,0.0,Carens MPV,내수,0.0,India Plant,KIN,0.0,0.0,멕시코
일반 차량,2024,12월,0.0,Carens MPV,내수,0.0,India Plant,KIN,0.0,410.0,중동
일반 차량,2024,12월,0.0,Carens MPV,내수,0.0,India Plant,KIN,0.0,0.0,미국
일반 차량,2024,1월,0.0,Carens MPV,내수,0.0,India Plant,KIN,0.0,48.0,아프리카
일반 차량,2024,1월,0.0,Carens MPV,내수,0.0,India Plant,KIN,0.0,51.0,아시아/태평양
일반 차량,2024,1월,0.0,Carens MPV,내수,0.0,India Plant,KIN,0.0,0.0,캐나다
일반 차량,2024,1월,0.0,Carens MPV,내수,0.0,India Plant,KIN,0.0,0.0,중국
일반 차량,2024,1월,0.0,Carens MPV,내수,0.0,India Plant,KIN,0.0,0.0,동유럽
일반 차량,2024,1월,0.0,Carens MPV,내수,0.0,India Plant,KIN,0.0,0.0,유럽
일반 차량,2024,1월,0.0,Carens MPV,내수,0.0,India Plant,KIN,0.0,4597.0,인도
일반 차량,2024,1월,0.0,Carens MPV,내수,0.0,India Plant,KIN,0.0,241.0,중남미
일반 차량,2024,1월,0.0,Carens MPV,내수,0.0,India Plant,KIN,0.0,0.0,멕시코
일반 차량,2024,1월,0.0,Carens MPV,내수,0.0,India Plant,KIN,0.0,434.0,중동
일반 차량,2024,1월,0.0,Carens MPV,내수,0.0,India Plant,KIN,0.0,0.0,미국
일반 차량,2024,2월,0.0,Carens MPV,내수,0.0,India Plant,KIN,0.0,26.0,아프리카
일반 차량,2024,2월,0.0,Carens MPV,내수,0.0,India Plant,KIN,0.0,59.0,아시아/태평양
일반 차량,2024,2월,0.0,Carens MPV,내수,0.0,India Plant,KIN,0.0,0.0,캐나다
일반 차량,2024,2월,0.0,Carens MPV,내수,0.0,India Plant,KIN,0.0,0.0,중국
일반 차량,2024,2월,0.0,Carens MPV,내수,0.0,India Plant,KIN,0.0,0.0,동유럽
일반 차량,2024,2월,0.0,Carens MPV,내수,0.0,India Plant,KIN,0.0,0.0,유럽
일반 차량,2024,2월,0.0,Carens MPV,내수,0.0,India Plant,KIN,0.0,4176.0,인도
일반 차량,2024,2월,0.0,Carens MPV,내수,0.0,India Plant,KIN,0.0,190.0,중남미
일반 차량,2024,2월,0.0,Carens MPV,내수,0.0,India Plant,KIN,0.0,0.0,멕시코
일반 차량,2024,2월,0.0,Carens MPV,내수,0.0,India Plant,KIN,0.0,275.0,중동
일반 차량,2024,2월,0.0,Carens MPV,내수,0.0,India Plant,KIN,0.0,0.0,미국
일반 차량,2024,3월,0.0,Carens MPV,내수,0.0,India Plant,KIN,0.0,101.0,아프리카
일반 차량,2024,3월,0.0,Carens MPV,내수,0.0,India Plant,KIN,0.0,58.0,아시아/태평양
일반 차량,2024,3월,0.0,Carens MPV,내수,0.0,India Plant,KIN,0.0,0.0,캐나다
일반 차량,2024,3월,0.0,Carens MPV,내수,0.0,India Plant,KIN,0.0,0.0,중국
일반 차량,2024,3월,0.0,Carens MPV,내수,0.0,India Plant,KIN,0.0,0.0,동유럽
일반 차량,2024,3월,0.0,Carens MPV,내수,0.0,India Plant,KIN,0.0,0.0,유럽
일반 차량,2024,3월,0.0,Carens MPV,내수,0.0,India Plant,KIN,0.0,4486.0,인도
일반 차량,2024,3월,0.0,Carens MPV,내수,0.0,India Plant,KIN,0.0,201.0,중남미
일반 차량,2024,3월,0.0,Carens MPV,내수,0.0,India Plant,KIN,0.0,0.0,멕시코
일반 차량,2024,3월,0.0,Carens MPV,내수,0.0,India Plant,KIN,0.0,375.0,중동
일반 차량,2024,3월,0.0,Carens MPV,내수,0.0,India Plant,KIN,0.0,0.0,미국
일반 차량,2024,4월,0.0,Carens MPV,내수,0.0,India Plant,KIN,0.0,25.0,아프리카
일반 차량,2024,4월,0.0,Carens MPV,내수,0.0,India Plant,KIN,0.0,58.0,아시아/태평양
일반 차량,2024,4월,0.0,Carens MPV,내수,0.0,India Plant,KIN,0.0,0.0,캐나다
일반 차량,2024,4월,0.0,Carens MPV,내수,0.0,India Plant,KIN,0.0,0.0,중국
일반 차량,2024,4월,0.0,Carens MPV,내수,0.0,India Plant,KIN,0.0,0.0,동유럽
일반 차량,2024,4월,0.0,Carens MPV,내수,0.0,India Plant,KIN,0.0,0.0,유럽
일반 차량,2024,4월,0.0,Carens MPV,내수,0.0,India Plant,KIN,0.0,4779.0,인도
일반 차량,2024,4월,0.0,Carens MPV,내수,0.0,India Plant,KIN,0.0,189.0,중남미
일반 차량,2024,4월,0.0,Carens MPV,내수,0.0,India Plant,KIN,0.0,0.0,멕시코
일반 차량,2024,4월,0.0,Carens MPV,내수,0.0,India Plant,KIN,0.0,408.0,중동
일반 차량,2024,4월,0.0,Carens MPV,내수,0.0,India Plant,KIN,0.0,0.0,미국
일반 차량,2024,5월,0.0,Carens MPV,내수,0.0,India Plant,KIN,0.0,18.0,아프리카
일반 차량,2024,5월,0.0,Carens MPV,내수,0.0,India Plant,KIN,0.0,27.0,아시아/태평양
일반 차량,2024,5월,0.0,Carens MPV,내수,0.0,India Plant,KIN,0.0,0.0,캐나다
일반 차량,2024,5월,0.0,Carens MPV,내수,0.0,India Plant,KIN,0.0,0.0,중국
일반 차량,2024,5월,0.0,Carens MPV,내수,0.0,India Plant,KIN,0.0,0.0,동유럽
일반 차량,2024,5월,0.0,Carens MPV,내수,0.0,India Plant,KIN,0.0,0.0,유럽
일반 차량,2024,5월,0.0,Carens MPV,내수,0.0,India Plant,KIN,0.0,5015.0,인도
일반 차량,2024,5월,0.0,Carens MPV,내수,0.0,India Plant,KIN,0.0,183.0,중남미
일반 차량,2024,5월,0.0,Carens MPV,내수,0.0,India Plant,KIN,0.0,0.0,멕시코
일반 차량,2024,5월,0.0,Carens MPV,내수,0.0,India Plant,KIN,0.0,473.0,중동
일반 차량,2024,5월,0.0,Carens MPV,내수,0.0,India Plant,KIN,0.0,0.0,미국
일반 차량,2024,6월,0.0,Carens MPV,내수,0.0,India Plant,KIN,0.0,65.0,아프리카
일반 차량,2024,6월,0.0,Carens MPV,내수,0.0,India Plant,KIN,0.0,33.0,아시아/태평양
일반 차량,2024,6월,0.0,Carens MPV,내수,0.0,India Plant,KIN,0.0,0.0,캐나다
일반 차량,2024,6월,0.0,Carens MPV,내수,0.0,India Plant,KIN,0.0,0.0,중국
일반 차량,2024,6월,0.0,Carens MPV,내수,0.0,India Plant,KIN,0.0,69.0,동유럽
일반 차량,2024,6월,0.0,Carens MPV,내수,0.0,India Plant,KIN,0.0,0.0,유럽
일반 차량,2024,6월,0.0,Carens MPV,내수,0.0,India Plant,KIN,0.0,5040.0,인도
일반 차량,2024,6월,0.0,Carens MPV,내수,0.0,India Plant,KIN,0.0,147.0,중남미
일반 차량,2024,6월,0.0,Carens MPV,내수,0.0,India Plant,KIN,0.0,0.0,멕시코
일반 차량,2024,6월,0.0,Carens MPV,내수,0.0,India Plant,KIN,0.0,418.0,중동
일반 차량,2024,6월,0.0,Carens MPV,내수,0.0,India Plant,KIN,0.0,0.0,미국
일반 차량,2024,7월,0.0,Carens MPV,내수,0.0,India Plant,KIN,0.0,16.0,아프리카
일반 차량,2024,7월,0.0,Carens MPV,내수,0.0,India Plant,KIN,0.0,26.0,아시아/태평양
일반 차량,2024,7월,0.0,Carens MPV,내수,0.0,India Plant,KIN,0.0,0.0,캐나다
일반 차량,2024,7월,0.0,Carens MPV,내수,0.0,India Plant,KIN,0.0,0.0,중국
일반 차량,2024,7월,0.0,Carens MPV,내수,0.0,India Plant,KIN,0.0,20.0,동유럽
일반 차량,2024,7월,0.0,Carens MPV,내수,0.0,India Plant,KIN,0.0,0.0,유럽
일반 차량,2024,7월,0.0,Carens MPV,내수,0.0,India Plant,KIN,0.0,5299.0,인도
일반 차량,2024,7월,0.0,Carens MPV,내수,0.0,India Plant,KIN,0.0,228.0,중남미
일반 차량,2024,7월,0.0,Carens MPV,내수,0.0,India Plant,KIN,0.0,0.0,멕시코
일반 차량,2024,7월,0.0,Carens MPV,내수,0.0,India Plant,KIN,0.0,489.0,중동
일반 차량,2024,7월,0.0,Carens MPV,내수,0.0,India Plant,KIN,0.0,0.0,미국
일반 차량,2024,8월,0.0,Carens MPV,내수,0.0,India Plant,KIN,0.0,33.0,아프리카
일반 차량,2024,8월,0.0,Carens MPV,내수,0.0,India Plant,KIN,0.0,31.0,아시아/태평양
일반 차량,2024,8월,0.0,Carens MPV,내수,0.0,India Plant,KIN,0.0,0.0,캐나다
일반 차량,2024,8월,0.0,Carens MPV,내수,0.0,India Plant,KIN,0.0,0.0,중국
일반 차량,2024,8월,0.0,Carens MPV,내수,0.0,India Plant,KIN,0.0,65.0,동유럽
일반 차량,2024,8월,0.0,Carens MPV,내수,0.0,India Plant,KIN,0.0,0.0,유럽
일반 차량,2024,8월,0.0,Carens MPV,내수,0.0,India Plant,KIN,0.0,5496.0,인도
일반 차량,2024,8월,0.0,Carens MPV,내수,0.0,India Plant,KIN,0.0,251.0,중남미
일반 차량,2024,8월,0.0,Carens MPV,내수,0.0,India Plant,KIN,0.0,0.0,멕시코
일반 차량,2024,8월,0.0,Carens MPV,내수,0.0,India Plant,KIN,0.0,659.0,중동
일반 차량,2024,8월,0.0,Carens MPV,내수,0.0,India Plant,KIN,0.0,0.0,미국
일반 차량,2024,9월,0.0,Carens MPV,내수,0.0,India Plant,KIN,0.0,47.0,아프리카
일반 차량,2024,9월,0.0,Carens MPV,내수,0.0,India Plant,KIN,0.0,33.0,아시아/태평양
일반 차량,2024,9월,0.0,Carens MPV,내수,0.0,India Plant,KIN,0.0,0.0,캐나다
일반 차량,2024,9월,0.0,Carens MPV,내수,0.0,India Plant,KIN,0.0,0.0,중국
일반 차량,2024,9월,0.0,Carens MPV,내수,0.0,India Plant,KIN,0.0,60.0,동유럽
일반 차량,2024,9월,0.0,Carens MPV,내수,0.0,India Plant,KIN,0.0,0.0,유럽
일반 차량,2024,9월,0.0,Carens MPV,내수,0.0,India Plant,KIN,0.0,5444.0,인도
일반 차량,2024,9월,0.0,Carens MPV,내수,0.0,India Plant,KIN,0.0,195.0,중남미
일반 차량,2024,9월,0.0,Carens MPV,내수,0.0,India Plant,KIN,0.0,0.0,멕시코
일반 차량,2024,9월,0.0,Carens MPV,내수,0.0,India Plant,KIN,0.0,454.0,중동
일반 차량,2024,9월,0.0,Carens MPV,내수,0.0,India Plant,KIN,0.0,0.0,미국
일반 차량,2025,10월,0.0,Carens MPV,내수,0.0,India Plant,KIN,0.0,0.0,아프리카
일반 차량,2025,10월,0.0,Carens MPV,내수,0.0,India Plant,KIN,0.0,0.0,아시아/태평양
일반 차량,2025,10월,0.0,Carens MPV,내수,0.0,India Plant,KIN,0.0,0.0,캐나다
일반 차량,2025,10월,0.0,Carens MPV,내수,0.0,India Plant,KIN,0.0,0.0,중국
일반 차량,2025,10월,0.0,Carens MPV,내수,0.0,India Plant,KIN,0.0,0.0,동유럽
일반 차량,2025,10월,0.0,Carens MPV,내수,0.0,India Plant,KIN,0.0,0.0,유럽
일반 차량,2025,10월,0.0,Carens MPV,내수,0.0,India Plant,KIN,0.0,0.0,인도
일반 차량,2025,10월,0.0,Carens MPV,내수,0.0,India Plant,KIN,0.0,0.0,중남미
일반 차량,2025,10월,0.0,Carens MPV,내수,0.0,India Plant,KIN,0.0,0.0,멕시코
일반 차량,2025,10월,0.0,Carens MPV,내수,0.0,India Plant,KIN,0.0,0.0,중동
일반 차량,2025,10월,0.0,Carens MPV,내수,0.0,India Plant,KIN,0.0,0.0,미국
일반 차량,2025,11월,0.0,Carens MPV,내수,0.0,India Plant,KIN,0.0,0.0,아프리카
일반 차량,2025,11월,0.0,Carens MPV,내수,0.0,India Plant,KIN,0.0,0.0,아시아/태평양
일반 차량,2025,11월,0.0,Carens MPV,내수,0.0,India Plant,KIN,0.0,0.0,캐나다
일반 차량,2025,11월,0.0,Carens MPV,내수,0.0,India Plant,KIN,0.0,0.0,중국
일반 차량,2025,11월,0.0,Carens MPV,내수,0.0,India Plant,KIN,0.0,0.0,동유럽
일반 차량,2025,11월,0.0,Carens MPV,내수,0.0,India Plant,KIN,0.0,0.0,유럽
일반 차량,2025,11월,0.0,Carens MPV,내수,0.0,India Plant,KIN,0.0,0.0,인도
일반 차량,2025,11월,0.0,Carens MPV,내수,0.0,India Plant,KIN,0.0,0.0,중남미
일반 차량,2025,11월,0.0,Carens MPV,내수,0.0,India Plant,KIN,0.0,0.0,멕시코
일반 차량,2025,11월,0.0,Carens MPV,내수,0.0,India Plant,KIN,0.0,0.0,중동
일반 차량,2025,11월,0.0,Carens MPV,내수,0.0,India Plant,KIN,0.0,0.0,미국
일반 차량,2025,12월,0.0,Carens MPV,내수,0.0,India Plant,KIN,0.0,0.0,아프리카
일반 차량,2025,12월,0.0,Carens MPV,내수,0.0,India Plant,KIN,0.0,0.0,아시아/태평양
일반 차량,2025,12월,0.0,Carens MPV,내수,0.0,India Plant,KIN,0.0,0.0,캐나다
일반 차량,2025,12월,0.0,Carens MPV,내수,0.0,India Plant,KIN,0.0,0.0,중국
일반 차량,2025,12월,0.0,Carens MPV,내수,0.0,India Plant,KIN,0.0,0.0,동유럽
일반 차량,2025,12월,0.0,Carens MPV,내수,0.0,India Plant,KIN,0.0,0.0,유럽
일반 차량,2025,12월,0.0,Carens MPV,내수,0.0,India Plant,KIN,0.0,0.0,인도
일반 차량,2025,12월,0.0,Carens MPV,내수,0.0,India Plant,KIN,0.0,0.0,중남미
일반 차량,2025,12월,0.0,Carens MPV,내수,0.0,India Plant,KIN,0.0,0.0,멕시코
일반 차량,2025,12월,0.0,Carens MPV,내수,0.0,India Plant,KIN,0.0,0.0,중동
일반 차량,2025,12월,0.0,Carens MPV,내수,0.0,India Plant,KIN,0.0,0.0,미국
일반 차량,2025,1월,0.0,Carens MPV,내수,0.0,India Plant,KIN,0.0,25.0,아프리카
일반 차량,2025,1월,0.0,Carens MPV,내수,0.0,India Plant,KIN,0.0,21.0,아시아/태평양
일반 차량,2025,1월,0.0,Carens MPV,내수,0.0,India Plant,KIN,0.0,0.0,캐나다
일반 차량,2025,1월,0.0,Carens MPV,내수,0.0,India Plant,KIN,0.0,0.0,중국
일반 차량,2025,1월,0.0,Carens MPV,내수,0.0,India Plant,KIN,0.0,47.0,동유럽
일반 차량,2025,1월,0.0,Carens MPV,내수,0.0,India Plant,KIN,0.0,0.0,유럽
일반 차량,2025,1월,0.0,Carens MPV,내수,0.0,India Plant,KIN,0.0,0.0,인도
일반 차량,2025,1월,0.0,Carens MPV,내수,0.0,India Plant,KIN,0.0,153.0,중남미
일반 차량,2025,1월,0.0,Carens MPV,내수,0.0,India Plant,KIN,0.0,0.0,멕시코
