차량 구분,연도,월,수출량,차종,거래 유형,판매량,공장명(국가),공장 코드,공장판매량,현지판매량,지역명
일반 차량,2023,10월,0.0,Accent (HC),내수,0.0,Mexico Plant,KMX,0.0,0.0,아시아/태평양
일반 차량,2023,11월,0.0,Accent (HC),내수,0.0,Mexico Plant,KMX,0.0,0.0,아시아/태평양
일반 차량,2023,12월,0.0,Accent (HC),내수,0.0,Mexico Plant,KMX,0.0,0.0,아시아/태평양
일반 차량,2023,1월,0.0,Accent (HC),내수,0.0,Mexico Plant,KMX,0.0,0.0,아시아/태평양
일반 차량,2023,2월,0.0,Accent (HC),내수,0.0,Mexico Plant,KMX,0.0,0.0,아시아/태평양
일반 차량,2023,3월,0.0,Accent (HC),내수,0.0,Mexico Plant,KMX,0.0,0.0,아시아/태평양
일반 차량,2023,4월,0.0,Accent (HC),내수,0.0,Mexico Plant,KMX,0.0,0.0,아시아/태평양
일반 차량,2023,5월,0.0,Accent (HC),내수,0.0,Mexico Plant,KMX,0.0,0.0,아시아/태평양
일반 차량,2023,6월,0.0,Accent (HC),내수,0.0,Mexico Plant,KMX,0.0,0.0,아시아/태평양
일반 차량,2023,7월,0.0,Accent (HC),내수,0.0,Mexico Plant,KMX,0.0,0.0,아시아/태평양
일반 차량,2023,8월,0.0,Accent (HC),내수,0.0,Mexico Plant,KMX,0.0,0.0,아시아/태평양
일반 차량,2023,9월,0.0,Accent (HC),내수,0.0,Mexico Plant,KMX,0.0,0.0,아시아/태평양
CKD(모듈형 조립 방식),2023,10월,0.0,Bongo / Frontier,내수,0.0,China Plants,DYK,0.0,0.0,미국
CKD(모듈형 조립 방식),2023,10월,0.0,Bongo / Frontier,내수,0.0,China Plants,DYK,0.0,0.0,캐나다
CKD(모듈형 조립 방식),2023,10월,0.0,Bongo / Frontier,내수,0.0,China Plants,DYK,0.0,0.0,멕시코
CKD(모듈형 조립 방식),2023,10월,0.0,Bongo / Frontier,내수,0.0,China Plants,DYK,0.0,0.0,유럽연합+EFTA
CKD(모듈형 조립 방식),2023,10월,840.0,Bongo / Frontier,내수,0.0,China Plants,DYK,0.0,0.0,동유럽/구소련
CKD(모듈형 조립 방식),2023,10월,720.0,Bongo / Frontier,내수,0.0,China Plants,DYK,0.0,0.0,중남미
CKD(모듈형 조립 방식),2023,10월,971.0,Bongo / Frontier,내수,0.0,China Plants,DYK,0.0,0.0,중동/아프리카
CKD(모듈형 조립 방식),2023,10월,3324.0,Bongo / Frontier,내수,0.0,China Plants,DYK,0.0,0.0,아시아/태평양
CKD(모듈형 조립 방식),2023,10월,0.0,Bongo / Frontier,내수,0.0,China Plants,DYK,0.0,0.0,중국
CKD(모듈형 조립 방식),2023,10월,0.0,Bongo / Frontier,내수,0.0,China Plants,DYK,0.0,0.0,인도
상업용 차량,2023,10월,0.0,Bongo / Frontier,내수,0.0,China Plants,DYK,0.0,0.0,미국
상업용 차량,2023,10월,0.0,Bongo / Frontier,내수,0.0,China Plants,DYK,0.0,0.0,캐나다
상업용 차량,2023,10월,0.0,Bongo / Frontier,내수,0.0,China Plants,DYK,0.0,0.0,멕시코
상업용 차량,2023,10월,0.0,Bongo / Frontier,내수,0.0,China Plants,DYK,0.0,0.0,유럽연합+EFTA
상업용 차량,2023,10월,537.0,Bongo / Frontier,내수,0.0,China Plants,DYK,0.0,0.0,동유럽/구소련
상업용 차량,2023,10월,1058.0,Bongo / Frontier,내수,0.0,China Plants,DYK,0.0,0.0,중남미
상업용 차량,2023,10월,1342.0,Bongo / Frontier,내수,0.0,China Plants,DYK,0.0,0.0,중동/아프리카
상업용 차량,2023,10월,73.0,Bongo / Frontier,내수,0.0,China Plants,DYK,0.0,0.0,아시아/태평양
상업용 차량,2023,10월,0.0,Bongo / Frontier,내수,0.0,China Plants,DYK,0.0,0.0,중국
상업용 차량,2023,10월,0.0,Bongo / Frontier,내수,0.0,China Plants,DYK,0.0,0.0,인도
승용차,2023,10월,4.0,Bongo / Frontier,내수,0.0,China Plants,DYK,0.0,0.0,미국
승용차,2023,10월,5.0,Bongo / Frontier,내수,0.0,China Plants,DYK,0.0,0.0,캐나다
승용차,2023,10월,15.0,Bongo / Frontier,내수,0.0,China Plants,DYK,0.0,0.0,멕시코
승용차,2023,10월,3359.0,Bongo / Frontier,내수,0.0,China Plants,DYK,0.0,0.0,유럽연합+EFTA
승용차,2023,10월,1603.0,Bongo / Frontier,내수,0.0,China Plants,DYK,0.0,0.0,동유럽/구소련
승용차,2023,10월,1688.0,Bongo / Frontier,내수,0.0,China Plants,DYK,0.0,0.0,중남미
승용차,2023,10월,3037.0,Bongo / Frontier,내수,0.0,China Plants,DYK,0.0,0.0,중동/아프리카
승용차,2023,10월,1504.0,Bongo / Frontier,내수,0.0,China Plants,DYK,0.0,0.0,아시아/태평양
승용차,2023,10월,0.0,Bongo / Frontier,내수,0.0,China Plants,DYK,0.0,0.0,중국
승용차,2023,10월,0.0,Bongo / Frontier,내수,0.0,China Plants,DYK,0.0,0.0,인도
일반 차량,2023,10월,0.0,Bongo / Frontier,내수,4887.0,China Plants,DYK,0.0,0.0,아시아/태평양
일반 차량,2023,10월,0.0,Bongo / Frontier,수출,3010.0,China Plants,DYK,0.0,0.0,아시아/태평양
총합,2023,10월,24763.0,Bongo / Frontier,내수,0.0,China Plants,DYK,0.0,0.0,미국
총합,2023,10월,4552.0,Bongo / Frontier,내수,0.0,China Plants,DYK,0.0,0.0,캐나다
총합,2023,10월,667.0,Bongo / Frontier,내수,0.0,China Plants,DYK,0.0,0.0,멕시코
총합,2023,10월,17354.0,Bongo / Frontier,내수,0.0,China Plants,DYK,0.0,0.0,유럽연합+EFTA
총합,2023,10월,6221.0,Bongo / Frontier,내수,0.0,China Plants,DYK,0.0,0.0,동유럽/구소련
총합,2023,10월,5628.0,Bongo / Frontier,내수,0.0,China Plants,DYK,0.0,0.0,중남미
총합,2023,10월,7648.0,Bongo / Frontier,내수,0.0,China Plants,DYK,0.0,0.0,중동/아프리카
총합,2023,10월,11188.0,Bongo / Frontier,내수,0.0,China Plants,DYK,0.0,0.0,아시아/태평양
총합,2023,10월,0.0,Bongo / Frontier,내수,0.0,China Plants,DYK,0.0,0.0,중국
총합,2023,10월,0.0,Bongo / Frontier,내수,0.0,China Plants,DYK,0.0,0.0,인도
특수 차량,2023,10월,0.0,Bongo / Frontier,내수,0.0,China Plants,DYK,0.0,0.0,미국
특수 차량,2023,10월,0.0,Bongo / Frontier,수출,186.0,China Plants,DYK,0.0,0.0,미국
특수 차량,2023,10월,0.0,Bongo / Frontier,내수,0.0,China Plants,DYK,0.0,0.0,캐나다
특수 차량,2023,10월,0.0,Bongo / Frontier,수출,186.0,China Plants,DYK,0.0,0.0,캐나다
특수 차량,2023,10월,0.0,Bongo / Frontier,내수,0.0,China Plants,DYK,0.0,0.0,멕시코
특수 차량,2023,10월,0.0,Bongo / Frontier,수출,186.0,China Plants,DYK,0.0,0.0,멕시코
특수 차량,2023,10월,0.0,Bongo / Frontier,내수,0.0,China Plants,DYK,0.0,0.0,유럽연합+EFTA
특수 차량,2023,10월,0.0,Bongo / Frontier,수출,186.0,China Plants,DYK,0.0,0.0,유럽연합+EFTA
특수 차량,2023,10월,186.0,Bongo / Frontier,내수,0.0,China Plants,DYK,0.0,0.0,동유럽/구소련
특수 차량,2023,10월,186.0,Bongo / Frontier,수출,186.0,China Plants,DYK,0.0,0.0,동유럽/구소련
특수 차량,2023,10월,0.0,Bongo / Frontier,내수,0.0,China Plants,DYK,0.0,0.0,중남미
특수 차량,2023,10월,0.0,Bongo / Frontier,수출,186.0,China Plants,DYK,0.0,0.0,중남미
특수 차량,2023,10월,0.0,Bongo / Frontier,내수,0.0,China Plants,DYK,0.0,0.0,중동/아프리카
특수 차량,2023,10월,0.0,Bongo / Frontier,수출,186.0,China Plants,DYK,0.0,0.0,중동/아프리카
특수 차량,2023,10월,0.0,Bongo / Frontier,내수,0.0,China Plants,DYK,0.0,0.0,아시아/태평양
특수 차량,2023,10월,0.0,Bongo / Frontier,수출,186.0,China Plants,DYK,0.0,0.0,아시아/태평양
특수 차량,2023,10월,0.0,Bongo / Frontier,내수,0.0,China Plants,DYK,0.0,0.0,중국
특수 차량,2023,10월,0.0,Bongo / Frontier,수출,186.0,China Plants,DYK,0.0,0.0,중국
특수 차량,2023,10월,0.0,Bongo / Frontier,내수,0.0,China Plants,DYK,0.0,0.0,인도
특수 차량,2023,10월,0.0,Bongo / Frontier,수출,186.0,China Plants,DYK,0.0,0.0,인도
휴양용 차량,2023,10월,24759.0,Bongo / Frontier,내수,0.0,China Plants,DYK,0.0,0.0,미국
휴양용 차량,2023,10월,4547.0,Bongo / Frontier,내수,0.0,China Plants,DYK,0.0,0.0,캐나다
휴양용 차량,2023,10월,652.0,Bongo / Frontier,내수,0.0,China Plants,DYK,0.0,0.0,멕시코
휴양용 차량,2023,10월,13995.0,Bongo / Frontier,내수,0.0,China Plants,DYK,0.0,0.0,유럽연합+EFTA
휴양용 차량,2023,10월,3055.0,Bongo / Frontier,내수,0.0,China Plants,DYK,0.0,0.0,동유럽/구소련
휴양용 차량,2023,10월,2162.0,Bongo / Frontier,내수,0.0,China Plants,DYK,0.0,0.0,중남미
휴양용 차량,2023,10월,2298.0,Bongo / Frontier,내수,0.0,China Plants,DYK,0.0,0.0,중동/아프리카
휴양용 차량,2023,10월,6287.0,Bongo / Frontier,내수,0.0,China Plants,DYK,0.0,0.0,아시아/태평양
휴양용 차량,2023,10월,0.0,Bongo / Frontier,내수,0.0,China Plants,DYK,0.0,0.0,중국
휴양용 차량,2023,10월,0.0,Bongo / Frontier,내수,0.0,China Plants,DYK,0.0,0.0,인도
CKD(모듈형 조립 방식),2023,11월,0.0,Bongo / Frontier,내수,0.0,China Plants,DYK,0.0,0.0,미국
CKD(모듈형 조립 방식),2023,11월,0.0,Bongo / Frontier,내수,0.0,China Plants,DYK,0.0,0.0,캐나다
CKD(모듈형 조립 방식),2023,11월,0.0,Bongo / Frontier,내수,0.0,China Plants,DYK,0.0,0.0,멕시코
CKD(모듈형 조립 방식),2023,11월,0.0,Bongo / Frontier,내수,0.0,China Plants,DYK,0.0,0.0,유럽연합+EFTA
CKD(모듈형 조립 방식),2023,11월,480.0,Bongo / Frontier,내수,0.0,China Plants,DYK,0.0,0.0,동유럽/구소련
CKD(모듈형 조립 방식),2023,11월,480.0,Bongo / Frontier,내수,0.0,China Plants,DYK,0.0,0.0,중남미
CKD(모듈형 조립 방식),2023,11월,441.0,Bongo / Frontier,내수,0.0,China Plants,DYK,0.0,0.0,중동/아프리카
CKD(모듈형 조립 방식),2023,11월,2348.0,Bongo / Frontier,내수,0.0,China Plants,DYK,0.0,0.0,아시아/태평양
CKD(모듈형 조립 방식),2023,11월,0.0,Bongo / Frontier,내수,0.0,China Plants,DYK,0.0,0.0,중국
CKD(모듈형 조립 방식),2023,11월,0.0,Bongo / Frontier,내수,0.0,China Plants,DYK,0.0,0.0,인도
상업용 차량,2023,11월,0.0,Bongo / Frontier,내수,0.0,China Plants,DYK,0.0,0.0,미국
상업용 차량,2023,11월,0.0,Bongo / Frontier,내수,0.0,China Plants,DYK,0.0,0.0,캐나다
상업용 차량,2023,11월,0.0,Bongo / Frontier,내수,0.0,China Plants,DYK,0.0,0.0,멕시코
상업용 차량,2023,11월,0.0,Bongo / Frontier,내수,0.0,China Plants,DYK,0.0,0.0,유럽연합+EFTA
상업용 차량,2023,11월,77.0,Bongo / Frontier,내수,0.0,China Plants,DYK,0.0,0.0,동유럽/구소련
상업용 차량,2023,11월,1259.0,Bongo / Frontier,내수,0.0,China Plants,DYK,0.0,0.0,중남미
상업용 차량,2023,11월,1674.0,Bongo / Frontier,내수,0.0,China Plants,DYK,0.0,0.0,중동/아프리카
상업용 차량,2023,11월,87.0,Bongo / Frontier,내수,0.0,China Plants,DYK,0.0,0.0,아시아/태평양
상업용 차량,2023,11월,0.0,Bongo / Frontier,내수,0.0,China Plants,DYK,0.0,0.0,중국
상업용 차량,2023,11월,0.0,Bongo / Frontier,내수,0.0,China Plants,DYK,0.0,0.0,인도
승용차,2023,11월,0.0,Bongo / Frontier,내수,0.0,China Plants,DYK,0.0,0.0,미국
승용차,2023,11월,43.0,Bongo / Frontier,내수,0.0,China Plants,DYK,0.0,0.0,캐나다
승용차,2023,11월,59.0,Bongo / Frontier,내수,0.0,China Plants,DYK,0.0,0.0,멕시코
승용차,2023,11월,4704.0,Bongo / Frontier,내수,0.0,China Plants,DYK,0.0,0.0,유럽연합+EFTA
승용차,2023,11월,1268.0,Bongo / Frontier,내수,0.0,China Plants,DYK,0.0,0.0,동유럽/구소련
승용차,2023,11월,1602.0,Bongo / Frontier,내수,0.0,China Plants,DYK,0.0,0.0,중남미
승용차,2023,11월,3045.0,Bongo / Frontier,내수,0.0,China Plants,DYK,0.0,0.0,중동/아프리카
승용차,2023,11월,1627.0,Bongo / Frontier,내수,0.0,China Plants,DYK,0.0,0.0,아시아/태평양
승용차,2023,11월,0.0,Bongo / Frontier,내수,0.0,China Plants,DYK,0.0,0.0,중국
승용차,2023,11월,0.0,Bongo / Frontier,내수,0.0,China Plants,DYK,0.0,0.0,인도
일반 차량,2023,11월,0.0,Bongo / Frontier,내수,5855.0,China Plants,DYK,0.0,0.0,아시아/태평양
일반 차량,2023,11월,0.0,Bongo / Frontier,수출,3097.0,China Plants,DYK,0.0,0.0,아시아/태평양
총합,2023,11월,33951.0,Bongo / Frontier,내수,0.0,China Plants,DYK,0.0,0.0,미국
총합,2023,11월,6268.0,Bongo / Frontier,내수,0.0,China Plants,DYK,0.0,0.0,캐나다
총합,2023,11월,194.0,Bongo / Frontier,내수,0.0,China Plants,DYK,0.0,0.0,멕시코
총합,2023,11월,26003.0,Bongo / Frontier,내수,0.0,China Plants,DYK,0.0,0.0,유럽연합+EFTA
총합,2023,11월,5917.0,Bongo / Frontier,내수,0.0,China Plants,DYK,0.0,0.0,동유럽/구소련
총합,2023,11월,6783.0,Bongo / Frontier,내수,0.0,China Plants,DYK,0.0,0.0,중남미
총합,2023,11월,7755.0,Bongo / Frontier,내수,0.0,China Plants,DYK,0.0,0.0,중동/아프리카
총합,2023,11월,11835.0,Bongo / Frontier,내수,0.0,China Plants,DYK,0.0,0.0,아시아/태평양
총합,2023,11월,6.0,Bongo / Frontier,내수,0.0,China Plants,DYK,0.0,0.0,중국
총합,2023,11월,0.0,Bongo / Frontier,내수,0.0,China Plants,DYK,0.0,0.0,인도
특수 차량,2023,11월,0.0,Bongo / Frontier,내수,0.0,China Plants,DYK,0.0,0.0,미국
특수 차량,2023,11월,0.0,Bongo / Frontier,수출,94.0,China Plants,DYK,0.0,0.0,미국
특수 차량,2023,11월,0.0,Bongo / Frontier,내수,0.0,China Plants,DYK,0.0,0.0,캐나다
특수 차량,2023,11월,0.0,Bongo / Frontier,수출,94.0,China Plants,DYK,0.0,0.0,캐나다
특수 차량,2023,11월,0.0,Bongo / Frontier,내수,0.0,China Plants,DYK,0.0,0.0,멕시코
특수 차량,2023,11월,0.0,Bongo / Frontier,수출,94.0,China Plants,DYK,0.0,0.0,멕시코
특수 차량,2023,11월,0.0,Bongo / Frontier,내수,0.0,China Plants,DYK,0.0,0.0,유럽연합+EFTA
특수 차량,2023,11월,0.0,Bongo / Frontier,수출,94.0,China Plants,DYK,0.0,0.0,유럽연합+EFTA
특수 차량,2023,11월,90.0,Bongo / Frontier,내수,0.0,China Plants,DYK,0.0,0.0,동유럽/구소련
특수 차량,2023,11월,90.0,Bongo / Frontier,수출,94.0,China Plants,DYK,0.0,0.0,동유럽/구소련
특수 차량,2023,11월,13.0,Bongo / Frontier,내수,0.0,China Plants,DYK,0.0,0.0,중남미
특수 차량,2023,11월,13.0,Bongo / Frontier,수출,94.0,China Plants,DYK,0.0,0.0,중남미
특수 차량,2023,11월,52.0,Bongo / Frontier,내수,0.0,China Plants,DYK,0.0,0.0,중동/아프리카
특수 차량,2023,11월,52.0,Bongo / Frontier,수출,94.0,China Plants,DYK,0.0,0.0,중동/아프리카
특수 차량,2023,11월,2.0,Bongo / Frontier,내수,0.0,China Plants,DYK,0.0,0.0,아시아/태평양
특수 차량,2023,11월,2.0,Bongo / Frontier,수출,94.0,China Plants,DYK,0.0,0.0,아시아/태평양
특수 차량,2023,11월,0.0,Bongo / Frontier,내수,0.0,China Plants,DYK,0.0,0.0,중국
특수 차량,2023,11월,0.0,Bongo / Frontier,수출,94.0,China Plants,DYK,0.0,0.0,중국
특수 차량,2023,11월,0.0,Bongo / Frontier,내수,0.0,China Plants,DYK,0.0,0.0,인도
특수 차량,2023,11월,0.0,Bongo / Frontier,수출,94.0,China Plants,DYK,0.0,0.0,인도
휴양용 차량,2023,11월,33951.0,Bongo / Frontier,내수,0.0,China Plants,DYK,0.0,0.0,미국
휴양용 차량,2023,11월,6225.0,Bongo / Frontier,내수,0.0,China Plants,DYK,0.0,0.0,캐나다
휴양용 차량,2023,11월,135.0,Bongo / Frontier,내수,0.0,China Plants,DYK,0.0,0.0,멕시코
휴양용 차량,2023,11월,21299.0,Bongo / Frontier,내수,0.0,China Plants,DYK,0.0,0.0,유럽연합+EFTA
휴양용 차량,2023,11월,4002.0,Bongo / Frontier,내수,0.0,China Plants,DYK,0.0,0.0,동유럽/구소련
휴양용 차량,2023,11월,3429.0,Bongo / Frontier,내수,0.0,China Plants,DYK,0.0,0.0,중남미
휴양용 차량,2023,11월,2543.0,Bongo / Frontier,내수,0.0,China Plants,DYK,0.0,0.0,중동/아프리카
휴양용 차량,2023,11월,7771.0,Bongo / Frontier,내수,0.0,China Plants,DYK,0.0,0.0,아시아/태평양
휴양용 차량,2023,11월,6.0,Bongo / Frontier,내수,0.0,China Plants,DYK,0.0,0.0,중국
휴양용 차량,2023,11월,0.0,Bongo / Frontier,내수,0.0,China Plants,DYK,0.0,0.0,인도
CKD(모듈형 조립 방식),2023,12월,0.0,Bongo / Frontier,내수,0.0,China Plants,DYK,0.0,0.0,미국
CKD(모듈형 조립 방식),2023,12월,0.0,Bongo / Frontier,내수,0.0,China Plants,DYK,0.0,0.0,캐나다
CKD(모듈형 조립 방식),2023,12월,0.0,Bongo / Frontier,내수,0.0,China Plants,DYK,0.0,0.0,멕시코
CKD(모듈형 조립 방식),2023,12월,0.0,Bongo / Frontier,내수,0.0,China Plants,DYK,0.0,0.0,유럽연합+EFTA
CKD(모듈형 조립 방식),2023,12월,640.0,Bongo / Frontier,내수,0.0,China Plants,DYK,0.0,0.0,동유럽/구소련
CKD(모듈형 조립 방식),2023,12월,720.0,Bongo / Frontier,내수,0.0,China Plants,DYK,0.0,0.0,중남미
CKD(모듈형 조립 방식),2023,12월,920.0,Bongo / Frontier,내수,0.0,China Plants,DYK,0.0,0.0,중동/아프리카
CKD(모듈형 조립 방식),2023,12월,4136.0,Bongo / Frontier,내수,0.0,China Plants,DYK,0.0,0.0,아시아/태평양
CKD(모듈형 조립 방식),2023,12월,0.0,Bongo / Frontier,내수,0.0,China Plants,DYK,0.0,0.0,중국
CKD(모듈형 조립 방식),2023,12월,0.0,Bongo / Frontier,내수,0.0,China Plants,DYK,0.0,0.0,인도
상업용 차량,2023,12월,0.0,Bongo / Frontier,내수,0.0,China Plants,DYK,0.0,0.0,미국
상업용 차량,2023,12월,0.0,Bongo / Frontier,내수,0.0,China Plants,DYK,0.0,0.0,캐나다
상업용 차량,2023,12월,0.0,Bongo / Frontier,내수,0.0,China Plants,DYK,0.0,0.0,멕시코
상업용 차량,2023,12월,0.0,Bongo / Frontier,내수,0.0,China Plants,DYK,0.0,0.0,유럽연합+EFTA
상업용 차량,2023,12월,300.0,Bongo / Frontier,내수,0.0,China Plants,DYK,0.0,0.0,동유럽/구소련
상업용 차량,2023,12월,1022.0,Bongo / Frontier,내수,0.0,China Plants,DYK,0.0,0.0,중남미
상업용 차량,2023,12월,1884.0,Bongo / Frontier,내수,0.0,China Plants,DYK,0.0,0.0,중동/아프리카
상업용 차량,2023,12월,79.0,Bongo / Frontier,내수,0.0,China Plants,DYK,0.0,0.0,아시아/태평양
상업용 차량,2023,12월,0.0,Bongo / Frontier,내수,0.0,China Plants,DYK,0.0,0.0,중국
상업용 차량,2023,12월,0.0,Bongo / Frontier,내수,0.0,China Plants,DYK,0.0,0.0,인도
승용차,2023,12월,5.0,Bongo / Frontier,내수,0.0,China Plants,DYK,0.0,0.0,미국
승용차,2023,12월,57.0,Bongo / Frontier,내수,0.0,China Plants,DYK,0.0,0.0,캐나다
승용차,2023,12월,54.0,Bongo / Frontier,내수,0.0,China Plants,DYK,0.0,0.0,멕시코
승용차,2023,12월,4046.0,Bongo / Frontier,내수,0.0,China Plants,DYK,0.0,0.0,유럽연합+EFTA
승용차,2023,12월,439.0,Bongo / Frontier,내수,0.0,China Plants,DYK,0.0,0.0,동유럽/구소련
승용차,2023,12월,1539.0,Bongo / Frontier,내수,0.0,China Plants,DYK,0.0,0.0,중남미
승용차,2023,12월,2769.0,Bongo / Frontier,내수,0.0,China Plants,DYK,0.0,0.0,중동/아프리카
승용차,2023,12월,1724.0,Bongo / Frontier,내수,0.0,China Plants,DYK,0.0,0.0,아시아/태평양
승용차,2023,12월,0.0,Bongo / Frontier,내수,0.0,China Plants,DYK,0.0,0.0,중국
승용차,2023,12월,0.0,Bongo / Frontier,내수,0.0,China Plants,DYK,0.0,0.0,인도
일반 차량,2023,12월,0.0,Bongo / Frontier,내수,3815.0,China Plants,DYK,0.0,0.0,아시아/태평양
일반 차량,2023,12월,0.0,Bongo / Frontier,수출,3285.0,China Plants,DYK,0.0,0.0,아시아/태평양
총합,2023,12월,30925.0,Bongo / Frontier,내수,0.0,China Plants,DYK,0.0,0.0,미국
총합,2023,12월,5329.0,Bongo / Frontier,내수,0.0,China Plants,DYK,0.0,0.0,캐나다
총합,2023,12월,695.0,Bongo / Frontier,내수,0.0,China Plants,DYK,0.0,0.0,멕시코
총합,2023,12월,22840.0,Bongo / Frontier,내수,0.0,China Plants,DYK,0.0,0.0,유럽연합+EFTA
총합,2023,12월,4045.0,Bongo / Frontier,내수,0.0,China Plants,DYK,0.0,0.0,동유럽/구소련
총합,2023,12월,6026.0,Bongo / Frontier,내수,0.0,China Plants,DYK,0.0,0.0,중남미
총합,2023,12월,7388.0,Bongo / Frontier,내수,0.0,China Plants,DYK,0.0,0.0,중동/아프리카
총합,2023,12월,14187.0,Bongo / Frontier,내수,0.0,China Plants,DYK,0.0,0.0,아시아/태평양
총합,2023,12월,0.0,Bongo / Frontier,내수,0.0,China Plants,DYK,0.0,0.0,중국
총합,2023,12월,0.0,Bongo / Frontier,내수,0.0,China Plants,DYK,0.0,0.0,인도
특수 차량,2023,12월,0.0,Bongo / Frontier,내수,0.0,China Plants,DYK,0.0,0.0,미국
특수 차량,2023,12월,0.0,Bongo / Frontier,수출,81.0,China Plants,DYK,0.0,0.0,미국
특수 차량,2023,12월,0.0,Bongo / Frontier,내수,0.0,China Plants,DYK,0.0,0.0,캐나다
특수 차량,2023,12월,0.0,Bongo / Frontier,수출,81.0,China Plants,DYK,0.0,0.0,캐나다
특수 차량,2023,12월,0.0,Bongo / Frontier,내수,0.0,China Plants,DYK,0.0,0.0,멕시코
특수 차량,2023,12월,0.0,Bongo / Frontier,수출,81.0,China Plants,DYK,0.0,0.0,멕시코
특수 차량,2023,12월,0.0,Bongo / Frontier,내수,0.0,China Plants,DYK,0.0,0.0,유럽연합+EFTA
특수 차량,2023,12월,0.0,Bongo / Frontier,수출,81.0,China Plants,DYK,0.0,0.0,유럽연합+EFTA
특수 차량,2023,12월,70.0,Bongo / Frontier,내수,0.0,China Plants,DYK,0.0,0.0,동유럽/구소련
특수 차량,2023,12월,70.0,Bongo / Frontier,수출,81.0,China Plants,DYK,0.0,0.0,동유럽/구소련
특수 차량,2023,12월,2.0,Bongo / Frontier,내수,0.0,China Plants,DYK,0.0,0.0,중남미
특수 차량,2023,12월,2.0,Bongo / Frontier,수출,81.0,China Plants,DYK,0.0,0.0,중남미
특수 차량,2023,12월,4.0,Bongo / Frontier,내수,0.0,China Plants,DYK,0.0,0.0,중동/아프리카
특수 차량,2023,12월,4.0,Bongo / Frontier,수출,81.0,China Plants,DYK,0.0,0.0,중동/아프리카
특수 차량,2023,12월,35.0,Bongo / Frontier,내수,0.0,China Plants,DYK,0.0,0.0,아시아/태평양
특수 차량,2023,12월,35.0,Bongo / Frontier,수출,81.0,China Plants,DYK,0.0,0.0,아시아/태평양
특수 차량,2023,12월,0.0,Bongo / Frontier,내수,0.0,China Plants,DYK,0.0,0.0,중국
특수 차량,2023,12월,0.0,Bongo / Frontier,수출,81.0,China Plants,DYK,0.0,0.0,중국
특수 차량,2023,12월,0.0,Bongo / Frontier,내수,0.0,China Plants,DYK,0.0,0.0,인도
특수 차량,2023,12월,0.0,Bongo / Frontier,수출,81.0,China Plants,DYK,0.0,0.0,인도
휴양용 차량,2023,12월,30920.0,Bongo / Frontier,내수,0.0,China Plants,DYK,0.0,0.0,미국
휴양용 차량,2023,12월,5272.0,Bongo / Frontier,내수,0.0,China Plants,DYK,0.0,0.0,캐나다
휴양용 차량,2023,12월,641.0,Bongo / Frontier,내수,0.0,China Plants,DYK,0.0,0.0,멕시코
휴양용 차량,2023,12월,18794.0,Bongo / Frontier,내수,0.0,China Plants,DYK,0.0,0.0,유럽연합+EFTA
휴양용 차량,2023,12월,2596.0,Bongo / Frontier,내수,0.0,China Plants,DYK,0.0,0.0,동유럽/구소련
휴양용 차량,2023,12월,2743.0,Bongo / Frontier,내수,0.0,China Plants,DYK,0.0,0.0,중남미
휴양용 차량,2023,12월,1811.0,Bongo / Frontier,내수,0.0,China Plants,DYK,0.0,0.0,중동/아프리카
휴양용 차량,2023,12월,8213.0,Bongo / Frontier,내수,0.0,China Plants,DYK,0.0,0.0,아시아/태평양
휴양용 차량,2023,12월,0.0,Bongo / Frontier,내수,0.0,China Plants,DYK,0.0,0.0,중국
휴양용 차량,2023,12월,0.0,Bongo / Frontier,내수,0.0,China Plants,DYK,0.0,0.0,인도
CKD(모듈형 조립 방식),2023,1월,0.0,Bongo / Frontier,내수,0.0,China Plants,DYK,0.0,0.0,미국
CKD(모듈형 조립 방식),2023,1월,0.0,Bongo / Frontier,내수,0.0,China Plants,DYK,0.0,0.0,캐나다
CKD(모듈형 조립 방식),2023,1월,0.0,Bongo / Frontier,내수,0.0,China Plants,DYK,0.0,0.0,멕시코
CKD(모듈형 조립 방식),2023,1월,0.0,Bongo / Frontier,내수,0.0,China Plants,DYK,0.0,0.0,유럽연합+EFTA
CKD(모듈형 조립 방식),2023,1월,840.0,Bongo / Frontier,내수,0.0,China Plants,DYK,0.0,0.0,동유럽/구소련
CKD(모듈형 조립 방식),2023,1월,360.0,Bongo / Frontier,내수,0.0,China Plants,DYK,0.0,0.0,중남미
CKD(모듈형 조립 방식),2023,1월,0.0,Bongo / Frontier,내수,0.0,China Plants,DYK,0.0,0.0,중동/아프리카
CKD(모듈형 조립 방식),2023,1월,3384.0,Bongo / Frontier,내수,0.0,China Plants,DYK,0.0,0.0,아시아/태평양
CKD(모듈형 조립 방식),2023,1월,0.0,Bongo / Frontier,내수,0.0,China Plants,DYK,0.0,0.0,중국
CKD(모듈형 조립 방식),2023,1월,0.0,Bongo / Frontier,내수,0.0,China Plants,DYK,0.0,0.0,인도
상업용 차량,2023,1월,0.0,Bongo / Frontier,내수,0.0,China Plants,DYK,0.0,0.0,미국
상업용 차량,2023,1월,0.0,Bongo / Frontier,내수,0.0,China Plants,DYK,0.0,0.0,캐나다
상업용 차량,2023,1월,0.0,Bongo / Frontier,내수,0.0,China Plants,DYK,0.0,0.0,멕시코
상업용 차량,2023,1월,0.0,Bongo / Frontier,내수,0.0,China Plants,DYK,0.0,0.0,유럽연합+EFTA
