공장명(국가),차종,거래 구분,2016-01,2016-02,2016-03,2016-04,2016-05,2016-06,2016-07,2016-08,2016-09,2016-10,2016-11,2016-12,2017-01,2017-02,2017-03,2017-04,2017-05,2017-06,2017-07,2017-08,2017-09,2017-10,2017-11,2017-12,2018-01,2018-02,2018-03,2018-04,2018-05,2018-06,2018-07,2018-08,2018-09,2018-10,2018-11,2018-12,2019-01,2019-02,2019-03,2019-04,2019-05,2019-06,2019-07,2019-08,2019-09,2019-10,2019-11,2019-12,2020-01,2020-02,2020-03,2020-04,2020-05,2020-06,2020-07,2020-08,2020-09,2020-10,2020-11,2020-12,2021-01,2021-02,2021-03,2021-04,2021-05,2021-06,2021-07,2021-08,2021-09,2021-10,2021-11,2021-12,2022-01,2022-02,2022-03,2022-04,2022-05,2022-06,2022-07,2022-08,2022-09,2022-10,2022-11,2022-12,2023-01,2023-02,2023-03,2023-04,2023-05,2023-06,2023-07,2023-08,2023-09,2023-10,2023-11,2023-12,2024-01,2024-02,2024-03,2024-04,2024-05,2024-06,2024-07,2024-08,2024-09,2024-10,2024-11,2024-12, 2025-01 , 2025-02 
인도,Grand i10(BA),수출," 1,572 "," 2,223 "," 2,982 "," 3,253 "," 4,544 "," 4,281 "," 3,560 ","4,362 ","4,162 ","4,010 ","5,390 ","5,550 "," 3,220 "," 3,328 "," 3,179 "," 3,278 "," 2,697 "," 3,588 "," 3,486 ","3,219 ","3,451 ","4,351 ","4,319 ","5,357 "," 4,046 "," 3,584 "," 3,531 "," 4,309 "," 4,909 "," 6,085 "," 5,446 ","3,439 ","5,103 ","3,817 ","3,863 ","1,779 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
인도,Grand i10(4DR),수출," 1,527 "," 2,051 "," 1,962 "," 2,200 "," 2,126 "," 2,502 "," 2,246 ","2,562 ","3,099 ",825 ,"3,904 ","3,608 "," 1,333 "," 2,336 "," 2,092 "," 1,849 "," 1,456 "," 2,091 "," 1,599 ","2,765 ","2,253 ","1,603 ","1,065 ","1,968 "," 1,120 ", 399 ," 1,297 "," 1,786 "," 1,655 "," 1,732 "," 1,450 ","1,496 ","1,868 ","1,447 ","2,110 ","2,218 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
인도,i10(BA 5DR),수출,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 865 ," 2,792 "," 2,977 "," 3,566 "," 4,689 "," 3,170 "," 1,787 ","2,208 ","3,281 ","2,884 ",762 ,943 , 568 , 151 , - , - , 43 , 59 , 3 ,35 ,122 ,4 ,- ,- , 2 , - , - , - , - , - , - ,- ,- ,- ,- ,- ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
인도,i10(BA 4DR),수출,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 778 ," 1,396 "," 1,879 "," 1,101 "," 1,602 "," 1,580 "," 1,804 ","2,758 ","2,294 ","1,576 ","3,367 ",660 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
인도,i10(AI35),수출,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2 ,2 ,2 ,2 ,1 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
인도, Aura (AI3 4DR),수출,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,999 , 15 , - , - , 224 , 742 , 949 ," 1,091 ",948 ,"1,102 ",991 ,994 ,"1,208 ", 821 , 930 , 725 ," 2,078 "," 1,196 "," 1,794 "," 1,482 ","1,347 ",807 ,791 ,"1,351 ","1,316 ",, - , - , - , - ,,,,,,,, - , - , - , - , - , - , - , - , - , - , - , - ,,,,,,,,,,,,,,
인도, NIOS (AI3 5DR),수출,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48 , 436 , 30 , - , - , 734 , 708 , 847 ,"1,159 ","1,051 ","1,671 ","2,269 ","3,464 "," 1,754 "," 1,936 "," 2,711 "," 1,282 "," 1,508 "," 2,999 "," 3,081 ","2,555 ","2,034 ",920 ,"2,202 ","3,089 ",, 4 , 151 , 453 , 446 , 811 , 20 ,,,,,, - , - , - , - , - , - , - , - , - , - , - , - ,,,,,,,,,,,,,,
인도,Xcent(BA 4DR),수출,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5,117 ", 49 , 270 , - ,, 271 , 219 ,,14 ,- ,- ,130 ,270 , 80 , 120 , 160 , - , - , - , - ,- ,- ,- ,- ,- ," 1,118 ", 792 ," 1,633 ", 534 , 315 ," 2,499 "," 2,355 "," 1,400 "," 1,932 "," 1,450 "," 3,014 "," 2,540 "," 1,099 ", 727 ," 2,311 "," 1,149 "," 1,039 "," 2,703 "," 2,963 "," 3,023 "," 4,124 "," 3,526 "," 3,083 "," 2,955 ",,,,,,,,,,,,,,
인도,Xcent(BA 5DR),수출,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,711 ,,,,,,,,,,,,,,,,,,,,,,,,," 1,647 ", 893 ," 1,512 "," 1,526 "," 1,105 "," 3,165 "," 3,257 "," 2,896 "," 2,660 "," 2,300 "," 4,374 "," 3,782 "," 1,727 "," 2,425 "," 1,447 ", 798 ," 2,307 "," 3,515 "," 4,448 "," 4,421 "," 3,803 "," 3,474 "," 3,946 "," 3,333 ",,,,,,,,,,,,,,
인도, Xcent (AI3 4DR),수출,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3,379 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,," 1,452 "," 1,394 "," 2,701 "," 3,407 "," 2,950 "," 2,700 "," 2,685 "," 2,564 "," 2,537 "," 2,173 "," 2,153 "," 2,423 "," 2,776 "," 2,590 "
인도, Grand i10 (AI3 5DR),수출,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,," 2,821 "," 3,480 "," 2,675 "," 2,925 "," 3,671 "," 3,704 "," 4,564 "," 4,395 "," 3,388 "," 4,707 "," 3,376 "," 4,072 "," 2,846 "," 3,357 "
인도,i20(IB),수출,,,, 136 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
인도,i20(IB 5DR),수출, 224 , 87 , 352 , 411 , 904 , 591 , 381 ,441 ,553 ,567 ,"1,122 ","1,303 ", 591 , 493 , 356 , 558 , 581 ," 1,047 "," 1,342 ","1,447 ",845 ,"1,511 ","1,372 ",498 , 65 ," 1,482 "," 1,748 "," 1,530 "," 1,124 ", 883 ," 1,759 ","1,247 ","1,176 ","1,094 ",513 ,214 , 135 , 976 ," 2,142 "," 2,048 ", 428 ," 1,977 "," 2,266 ",772 ,752 ,716 ,423 ,, 16 , 10 , 5 , - , 528 , 551 , 49 ,291 ,591 ,"1,577 ",680 ,1 ,- , - , - , - , - , - , - ,- ,- ,- ,- ,- , 280 , 301 , 606 , 696 , 138 , 751 , 872 , 680 , 639 , 547 , 524 ," 1,699 "," 1,117 ", 427 , 276 , 286 , 410 , 851 , 856 ," 1,169 ", 675 , 880 , 39 , 83 , 226 , 407 , 577 , 265 , 887 , 410 , 375 , 587 , 532 , 512 ," 1,045 ", 95 , 157 , 404 
인도, i20 (BI3 5DR),수출,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1 ,2 ,168 , 104 , 162 ," 1,154 ", 763 , 247 , 828 , 345 ,541 ,316 ,302 ,128 ,260 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
인도,i20(IB Cross),수출, 266 , 378 , 586 , 610 , 203 , 461 , 518 ,211 ,729 ,169 ,701 ,570 , 506 , 416 , 628 , 654 , 173 , 590 , 434 ,573 ,360 ,398 ,217 ,371 , 67 , 128 , 707 , 432 , 245 , 796 , 474 ,350 ,367 ,308 ,101 ,268 , 233 , 264 , 48 , 281 , 111 , 152 , 326 ,407 ,217 ,215 ,124 ,, 64 , 23 , 56 , 3 , 25 , 32 , 5 ,96 ,87 ,34 ,- ,- ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
인도,Accent(RB),수출,,,,,,, 10 ,10 ,,,,,,,,, 1 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
인도,Accent(HC),수출,,,,,,,,,,,,,,,,,,,,,14 ,,"2,032 ","7,659 "," 2,095 "," 1,481 "," 1,488 "," 1,242 ", 868 ," 2,140 "," 2,868 ","5,239 ","3,496 ","3,870 ","3,831 ","3,133 "," 5,156 "," 2,754 "," 5,682 "," 6,516 "," 6,232 "," 4,953 "," 6,683 ","5,091 ","5,297 ","4,233 ","6,296 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
인도, Verna (Hci),수출,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,," 4,496 "," 2,510 "," 2,641 ", 554 ," 2,761 "," 2,542 ", 192 ,"2,806 ","2,805 ","4,129 ","2,696 ","7,301 "," 2,459 "," 2,504 "," 1,462 ", 972 ," 1,401 "," 2,463 "," 1,929 ","3,761 ","4,604 ","1,797 ","2,374 ","4,084 "," 1,926 "," 3,506 "," 2,282 "," 1,513 "," 2,838 "," 3,048 "," 3,998 "," 4,094 "," 4,190 "," 2,694 "," 3,940 "," 5,630 "," 3,509 "," 2,243 "," 3,291 "," 3,973 "," 5,198 "," 3,149 ", 8 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - 
인도, Verna (BN7i),수출,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , 1 ," 2,485 "," 5,100 "," 5,403 "," 5,482 "," 3,663 "," 6,977 "," 5,886 "," 4,845 "," 3,475 "," 4,730 "," 4,499 "," 4,047 "," 5,416 "," 4,673 "," 3,563 "," 4,863 "," 4,641 "," 4,031 "," 4,054 "," 4,435 "," 3,105 "
인도, Exter(AI3 SUV),수출,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, - , - , - , - , - , - , - , 1 , - , - , - , - , 29 , 26 , 40 , 13 , 2 , 5 ," 1,008 "," 1,009 ", 733 , 919 ," 1,165 ", 553 , 54 , 97 
인도, Venue(QXi),수출,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,," 1,260 "," 1,072 ", 394 , 465 , 346 , 46 , 374 ,81 ,519 ,559 ,508 ,479 , 407 , 644 , 979 , 921 , 110 , 748 , 874 ,735 ,"1,016 ",253 ,246 ,765 , 499 ," 1,051 ", 907 , 942 , 553 , 2 , - , 459 , 554 , 498 ," 1,335 ", 879 ," 1,249 "," 1,021 ", 498 ," 1,006 "," 1,025 "," 1,511 "," 1,176 "," 1,912 "," 1,812 "," 1,096 ", 671 , 397 , 172 , 701 , 929 ," 1,449 "," 1,279 "," 1,015 ", 591 ," 1,104 ", 719 , 501 , 264 , 429 , 381 , 481 
인도,QX,수출,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 1 , 232 ,255 ,585 ,516 ,"1,581 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
인도,Creta,수출," 1,879 "," 2,428 "," 2,739 "," 2,215 "," 1,357 "," 5,062 "," 5,448 ","5,748 ","4,655 ","3,759 ","5,064 ","4,845 "," 3,318 "," 2,391 "," 3,735 "," 4,332 "," 3,039 "," 5,198 "," 4,550 ","4,440 ","4,381 ","3,638 ","4,867 ","6,062 "," 3,125 "," 3,668 "," 3,520 "," 3,483 "," 1,654 "," 3,535 "," 3,790 ","4,208 ","2,494 ","2,474 ","2,284 ","5,903 ", 583 ," 3,136 "," 3,764 "," 3,047 "," 2,926 "," 4,334 "," 4,444 ","4,779 ","3,260 ","2,416 ","2,408 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
인도,Creta (GSi),수출,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,," 2,955 "," 4,538 "," 2,505 ", 69 , 98 , 94 , 74 ,- ,- ,- ,- ,- , - , - , - , - , - , - , - ,- ,- ,- ,- ,- ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
인도, Creta(SU2i),수출,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, - , - , 3 , - , 11 , 60 , 198 ,"1,219 ","2,712 ","2,902 ","2,912 ","5,647 "," 1,600 "," 3,138 "," 3,572 "," 3,145 ", 914 ," 4,141 "," 2,633 ","1,994 ","2,879 ","1,662 ","2,472 ","4,649 "," 1,891 "," 1,534 "," 1,833 "," 2,763 "," 1,517 "," 2,439 "," 2,018 "," 2,404 "," 2,587 "," 1,697 "," 1,342 "," 2,753 "," 2,236 "," 3,101 "," 1,902 ", 513 , 329 , 193 , 616 , 435 , 427 , 205 , 358 , 200 , 279 , 292 , 12 , 1 , 375 , 406 , 308 , 268 , 306 , 654 , 172 , 386 , 261 , 375 
인도, Creta(SU2i LWB),수출,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, - , - , - , - , - , 1 , 7 ,238 ,151 ,332 ,403 ,609 , 455 , 257 , 434 , 434 , 485 , 535 , 831 , 767 , 939 , 819 ," 1,472 "," 1,738 "," 1,233 ", 906 ," 1,175 ", 775 , 691 ," 1,193 ", 833 ," 1,241 "," 1,077 ", 756 ," 1,276 ", 846 , 676 , 525 , 936 , 941 ," 1,189 "," 1,044 "," 1,346 ", 160 , 22 , 403 , 800 , 858 , 690 , 571 
튀르키예,i10(IA),내수, 135 , 95 , 186 , 64 , 81 , 135 , 131 ,113 ,72 ,251 ,274 ,270 , 97 , 76 , 107 , 152 , 174 , 263 , 80 ,178 ,174 ,206 ,157 ,183 , 66 , 85 , 117 , 26 , 87 , 129 , 88 ,38 ,41 ,12 ,97 ,61 , 17 , 44 , 28 , 40 , 26 , 46 , 32 ,34 ,52 ,27 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
튀르키예,i10(AC3),내수,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, - , - , 126 , 36 , 42 , 43 , 30 ,279 ,199 ,233 ,93 ,41 , 50 , 30 , 66 , 145 , 54 , 46 , 97 ,30 ,85 ,100 ,2 ,61 , 75 , 56 , 50 , 48 , 63 , 90 , 45 , 20 , 7 , 20 , 65 , 80 , 70 , 63 , 71 , - , - , 210 , 302 , 60 , 69 , 51 , 238 , 359 , 114 , 181 , 179 , 217 , 20 , 3 , 270 , 206 , 106 , 177 , 259 , 142 ,,
튀르키예,i20(GB),내수," 1,318 "," 1,406 "," 1,856 "," 1,864 "," 1,821 "," 1,589 "," 1,653 ","1,228 ","1,808 ","1,551 ","2,303 ","2,562 "," 1,084 "," 1,319 "," 1,725 "," 1,979 "," 2,236 "," 1,806 "," 1,420 ","1,522 ","1,626 ","1,694 ","1,743 ","2,617 ", 935 ," 1,044 "," 1,769 "," 1,576 "," 1,952 "," 1,186 "," 1,131 ",462 ,335 ,314 ,365 ,737 , 283 , 306 , 422 , 478 , 615 , 554 , 389 ,431 ,549 ,893 ,"1,000 ","1,031 ", 300 , 540 , 436 , 31 , 222 , 512 , 383 ,89 ,- ,- ,- ,- , - , - , - , - , - , - , - ,- ,- ,- ,- ,- ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
튀르키예,i20 (BC3),내수,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,928 ","1,942 ","1,344 ", 530 , 707 ," 2,669 "," 1,246 "," 1,701 "," 1,708 "," 1,485 ","1,548 ","1,886 ",891 ,"1,017 ","1,088 "," 1,452 "," 1,300 ", 850 , 905 , 929 ," 1,351 "," 1,416 "," 1,092 "," 1,255 "," 1,077 "," 1,081 "," 1,380 "," 2,422 "," 2,004 "," 2,243 "," 1,756 "," 1,679 "," 1,276 ", 983 , 347 ," 2,334 "," 1,586 "," 2,681 "," 1,915 "," 1,279 ", 966 ," 1,529 "," 1,903 "," 2,207 "," 1,774 "," 1,043 "," 1,457 "," 2,021 "," 2,020 "," 2,195 "," 3,308 ",,
튀르키예,Bayon (BC3 CUV),내수,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, - , - , - , - , - ," 1,002 ", 778 ,850 ,706 ,351 ,981 ,860 ," 1,730 "," 1,011 ", 929 , 900 , 896 ," 1,080 ", 850 , 598 , 925 ," 1,090 "," 1,110 "," 1,257 ", 985 ," 1,257 "," 1,257 ", 985 ," 1,701 "," 1,701 "," 2,164 "," 1,743 ", 947 ," 1,287 "," 1,726 "," 1,776 "," 1,186 "," 1,441 "," 1,200 "," 1,157 "," 1,061 "," 1,536 "," 1,182 "," 1,141 "," 1,271 "," 1,227 "," 2,496 "," 2,686 ",,
튀르키예,i20 N (BC3 N),내수,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, - , - , 23 , 8 , 4 , 15 , 50 , 22 , 13 , 21 , 35 , 10 , 21 , 19 , 20 , 30 , 15 , 26 , 32 , 33 , 49 , 20 , 10 , 60 , 49 , 51 , 50 , 50 , - , 174 , 76 , 50 , - , - , - , - ,,
튀르키예,i10(IA),수출," 8,999 "," 8,980 "," 9,369 "," 7,689 "," 7,690 "," 7,974 "," 4,616 ","5,883 ","6,705 ","8,399 ","9,212 ","10,309 "," 7,459 "," 8,438 "," 9,167 "," 9,827 "," 9,074 "," 7,569 "," 6,219 ","6,380 ","7,331 ","8,655 ","9,238 ","7,651 "," 5,223 "," 7,491 "," 9,810 "," 7,447 "," 7,409 "," 7,049 "," 8,517 ","1,463 ","9,591 ","8,743 ","7,625 ","8,838 "," 5,282 "," 6,555 "," 6,975 "," 4,781 "," 8,987 "," 6,470 "," 6,741 ","4,388 ","10,062 ","9,057 ","5,017 ",211 , 451 ,, - ,,,,,,,,,, - , - , - , - , - , - , - ,- ,- ,- ,- ,- ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
튀르키예,i10(AC3),수출,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3 ,180 ,"5,989 "," 4,277 "," 6,454 "," 6,077 "," 2,625 "," 4,928 "," 5,310 "," 3,200 ","6,213 ","2,864 ","3,809 ","3,986 ","3,993 "," 4,409 "," 4,195 "," 6,809 "," 5,766 "," 6,373 "," 7,189 "," 3,996 ","5,645 ","2,801 ","4,501 ","2,300 ","3,437 "," 3,902 "," 6,923 "," 5,615 "," 5,199 "," 7,659 "," 6,279 "," 6,463 "," 2,642 "," 6,650 "," 6,534 "," 6,737 "," 5,780 "," 7,009 "," 4,737 "," 6,268 "," 6,413 "," 6,465 "," 4,543 "," 5,663 "," 4,025 "," 6,668 "," 5,914 "," 5,918 "," 4,990 "," 6,778 "," 6,477 "," 7,122 "," 5,594 "," 7,113 "," 6,203 "," 6,823 "," 4,089 "," 7,427 "," 7,969 "," 7,625 "," 7,268 ",,
튀르키예,i20 (BC3),수출,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2,526 ","6,478 ","6,339 ","5,699 ","6,422 "," 5,511 "," 6,768 "," 6,570 "," 2,526 "," 2,132 "," 4,163 "," 4,977 ","3,976 ","5,997 ","4,731 ","6,038 ","3,789 "," 3,399 "," 5,824 "," 6,178 "," 7,019 "," 6,809 "," 8,088 "," 4,803 "," 2,282 "," 6,537 "," 5,757 "," 6,006 "," 5,143 "," 7,252 "," 7,530 "," 7,921 "," 5,786 "," 8,105 "," 6,318 "," 7,607 "," 3,314 "," 5,089 "," 5,832 "," 6,785 "," 7,238 "," 7,505 "," 7,370 "," 9,268 "," 4,903 "," 7,849 "," 4,710 "," 7,167 "," 4,398 "," 5,561 "," 7,223 "," 7,929 "," 7,448 ",,
튀르키예,Bayon (BC3 CUV),수출,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, - , - , 106 , 225 , 158 , 223 , 458 ,475 ,321 ,472 ,232 ,347 ," 2,224 "," 3,053 "," 3,364 "," 3,011 "," 3,680 "," 2,783 "," 2,270 "," 1,244 "," 4,070 "," 2,454 "," 3,531 "," 1,751 "," 5,240 "," 3,608 "," 3,981 "," 3,375 "," 3,458 "," 2,817 "," 4,051 "," 2,405 "," 6,193 "," 5,595 "," 4,312 "," 4,754 "," 4,313 "," 3,357 "," 2,476 "," 2,523 "," 4,647 "," 2,965 "," 4,554 "," 3,320 "," 3,367 "," 3,184 "," 2,010 "," 1,358 ",,
튀르키예,i20 N (BC3 N),수출,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, - , - ," 2,080 "," 3,692 "," 1,737 "," 2,505 "," 1,969 ","3,504 ","1,981 ","1,596 ","1,030 ","1,020 ", 475 , 400 , 510 , 521 , 127 , 790 , 464 , 332 , 469 , 449 , 251 , 213 , 525 , 435 , 710 , 486 , 442 , 626 , 876 , 771 , 770 , 659 , 885 , 836 , 887 , 596 , 734 , 538 , 146 , 292 , 171 , 143 , 360 , 224 , 16 , - ,,
튀르키예,i20(GB),수출," 9,351 "," 9,320 "," 10,431 "," 8,491 "," 9,610 "," 11,126 "," 6,684 ","8,677 ","9,715 ","10,001 ","9,311 ","8,692 "," 7,660 "," 8,667 "," 10,001 "," 8,892 "," 10,566 "," 9,662 "," 7,281 ","8,820 ","9,269 ","9,445 ","9,862 ","7,249 "," 5,676 "," 9,980 "," 9,104 "," 9,860 "," 9,856 "," 9,441 "," 10,674 ","1,837 ","9,233 ","11,031 ","7,313 ","7,136 "," 6,132 "," 7,495 "," 6,225 "," 4,269 "," 9,763 "," 8,380 "," 7,838 ","3,347 ","7,737 ","8,020 ","9,703 ","10,196 "," 5,972 "," 7,706 "," 7,061 "," 2,498 "," 4,992 "," 6,890 "," 6,087 ","4,193 ",659 ,291 ,- ,- , - , - , - , - , - , - , - ,- ,- ,- ,- ,- ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
한국, i10 (AC3) ,내수,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 83 , 152 
한국, i20 (BC3) ,내수,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,," 1,690 "," 1,811 "
한국, Bayon (BC3 CUV) ,내수,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,," 1,588 "," 1,695 "
한국,  i10 (AC3)  ,수출,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,," 6,502 "," 6,034 "
한국,  i20 (BC3)  ,수출,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,," 9,444 "," 8,325 "
한국,  Bayon (BC3 CUV)  ,수출,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,," 1,712 "," 1,985 "
한국,  i20 N (BC3 N)  ,수출,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 242 , 256 
중국 (베이징),Reina (CB),내수,,,,,,,,,,,,,,,,,,,,,,,,," 1,902 ", 46 , 500 ," 1,417 "," 3,060 "," 6,908 "," 4,208 ","5,899 ","3,561 ","3,457 ","3,798 ","5,114 "," 1,010 "," 1,479 "," 2,942 "," 3,046 "," 2,060 "," 4,440 "," 3,520 ","3,990 ","4,217 ","3,557 ","4,666 ","3,803 "," 2,914 ", 117 ," 2,343 "," 2,468 "," 3,674 "," 3,977 "," 3,791 ","3,096 ","3,012 ","2,393 ","3,371 ","1,284 ", 399 , 32 , 1 , - , 3 , - , - ,- ,- ,- ,- ,- , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - ,,,,,,,,,,,,,,
중국 (베이징),Verna(RB),내수," 12,648 "," 8,156 "," 14,613 "," 13,122 "," 11,404 "," 13,690 "," 10,957 ","6,403 ","8,297 ","5,911 ","5,966 ","5,346 "," 3,503 "," 1,282 "," 5,001 ", 335 , 2 ,,,"3,910 ","2,090 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
중국 (베이징),Verna(YC),내수,,,,,,,,,,"5,887 ","15,422 ","19,080 "," 11,945 "," 6,459 "," 4,595 "," 2,862 "," 3,720 "," 4,360 "," 4,859 ","4,907 ","9,814 ","9,450 ","10,822 ","9,626 "," 1,554 ", 18 , 11 , 987 ," 4,811 "," 7,951 ", 470 ,"3,723 ","3,274 ","3,535 ","4,218 ","5,269 ", 487 ," 1,506 "," 4,217 "," 2,530 "," 2,663 "," 1,554 "," 2,532 ",559 ,304 ,"5,009 ","4,888 ","8,100 "," 2,431 ", 28 ," 1,439 "," 1,837 "," 2,050 "," 2,608 "," 2,092 ","1,651 ","2,910 ","3,201 ","3,823 ","3,086 "," 2,480 "," 1,176 "," 1,514 "," 1,665 "," 2,736 "," 2,449 "," 1,687 ","1,582 ",584 ,210 ,170 ,743 , 196 , 693 , 314 , 201 , 129 , 157 , 155 , 181 , 623 , 50 , 137 , 33 , - , - , - , - , - , - , - , - , - , - , - , 1 ,,,,,,,,,,,,, - , - 
