거래 구분,차종 구분,2016년01,2016년02,2016년03,2016년04,2016년05,2016년06,2016년07,2016년08,2016년09,2016년10,2016년11,2016년12,2017년01,2017년02,2017년03,2017년04,2017년05,2017년06,2017년07,2017년08,2017년09,2017년10,2017년11,2017년12,2018년01,2018년02,2018년03,2018년04,2018년05,2018년06,2018년07,2018년08,2018년09,2018년10,2018년11,2018년12,2019년01,2019년02,2019년03,2019년04,2019년05,2019년06,2019년07,2019년08,2019년09,2019년10,2019년11,2019년12,2020년01,2020년02,2020년03,2020년04,2020년05,2020년06,2020년07,2020년08,2020년09,2020년10,2020년11,2020년12,2021년01,2021년02,2021년03,2021년04,2021년05,2021년06,2021년07,2021년08,2021년09,2021년10,2021년11,2021년12,2022년01,2022년02,2022년03,2022년04,2022년05,2022년06,2022년07,2022년08,2022년09,2022년10,2022년11,2022년12,2023년01,2023년02,2023년03,2023년04,2023년05,2023년06,2023년07,2023년08,2023년09,2023년10,2023년11,2023년12,2024년01,2024년02,2024년03,2024년04,2024년05,2024년06,2024년07,2024년08,2024년09,2024년10,2024년11,2024년12,2025년01,2025년02,,,,,,,,,,,,,,,,,
내수,Bus, 125 , 111 , 146 , 132 , 133 , 143 , 141 , 87 , 95 , 96 , 125 , 166 , 104 , 138 , 157 , 122 , 118 , 162 , 135 , 103 , 118 , 85 , 124 , 108 , 111 , 85 , 119 , 122 , 107 , 80 , 143 , 103 , 88 , 117 , 135 , 119 , 122 , 84 , 112 , 124 , 125 , 119 , 124 , 88 , 99 , 97 , 117 , 127 , 106 , 61 , 86 , 63 , 70 , 85 , 49 , 30 , 23 , 31 , 25 , 29 , 31 , 31 , 37 , 39 , 30 , 52 , 47 , 17 , 16 , 41 , 69 , 68 , 62 , 50 , 50 , 56 , 63 , 112 , 78 , 92 , 106 , 90 , 64 , 64 , 71 , 96 , 126 , 114 , 110 , 120 , 127 , 102 , 111 , 91 , 129 , 106 , 122 , 100 , 127 , 122 , 118 , 122 , 113 , 110 , 94 , 124 , 123 , 132 , 101 , 114 ," 10,589 ",,,,,,,,,,,,,,,,
내수,Military, 92 , 8 , 23 , 26 , 50 , 276 , 158 , 155 , 185 , 219 , 209 , 209 , 141 , 2 , - , 24 , 22 , 266 , 14 , 105 , 151 , 45 , 99 , 560 , 54 , 1 , 92 , 3 , 99 , 295 , 73 , 149 , 50 , 151 , 205 , 338 , 20 , 103 , 80 , 120 , 125 , 223 , 181 , 88 , 122 , 152 , 159 , 239 , 8 , 46 , 25 , 47 , 28 , 136 , 236 , 22 , 193 , 28 , 127 , 605 , 75 , 114 , 107 , 138 , 111 , 222 , 176 , 184 , 130 , 273 , 133 , 445 , 123 , 147 , 41 , 126 , 86 , 94 , 235 , 164 , 275 , 251 , 321 , 383 , 75 , 89 , 112 , 228 , 89 , 136 , 83 , 109 , 287 , 294 , 300 , 364 , 75 , 68 , 106 , 126 , 125 , 281 , 228 , 174 , 129 , 385 , 177 , 262 , 9 , 44 ," 16,371 ",,,,,,,,,,,,,,,,
내수,Seltos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, - , - , - , - , - , - ," 3,335 "," 6,109 "," 6,109 "," 5,511 "," 6,136 "," 4,801 "," 3,508 "," 2,869 "," 6,035 "," 5,597 "," 5,604 "," 5,536 "," 3,966 "," 3,277 "," 3,882 "," 3,344 "," 3,547 "," 2,316 "," 3,982 "," 3,585 "," 3,648 "," 3,491 "," 3,175 "," 4,071 "," 3,152 "," 2,724 "," 2,630 "," 2,429 "," 3,012 "," 4,191 "," 3,468 "," 3,538 "," 4,266 "," 3,364 "," 2,863 "," 3,261 "," 4,120 "," 3,610 "," 3,513 "," 3,150 "," 3,449 "," 4,493 "," 3,366 "," 5,552 "," 3,891 "," 4,119 "," 4,792 "," 5,224 "," 4,770 "," 3,512 "," 4,399 "," 3,008 "," 4,446 "," 3,758 "," 3,944 "," 3,967 "," 4,748 "," 5,025 "," 6,120 "," 5,399 "," 5,489 "," 5,551 "," 4,433 "," 6,822 "," 4,887 "," 5,512 "," 4,342 "," 4,764 "," 286,507 ",,,,,,,,,,,,,,,,
내수,Soul,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 319 , 608 ," 1,166 ", 943 , 688 , 503 , 367 , 175 , 176 , 198 , 178 , 243 , 79 , 51 , 113 , 120 , 183 , 166 , 83 , 69 , 74 , 75 , 109 , 142 , 90 , 71 , 4 , - , - ,,,,,,,, - , - , - , - , - , - , - , - ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,," 6,993 ",,,,,,,,,,,,,,,,
내수,Bongo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,," 3,580 "," 8,977 "," 6,806 "," 5,258 "," 5,269 "," 4,435 "," 5,665 "," 3,892 "," 4,480 "," 4,887 "," 5,855 "," 3,815 ", - ,,,,,,,,,,,, - ,," 62,919 ",,,,,,,,,,,,,,,,
내수,EV9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, - , - , - , - ,," 1,334 "," 1,251 ", 408 ," 1,163 ", 833 , 375 ," 2,688 ", 449 , 124 , 183 , 174 , 182 , 113 , 161 , 92 , 122 , 159 , 144 , 109 , 37 , 88 ," 10,189 ",,,,,,,,,,,,,,,,
내수,K7 / K8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,," 1,709 "," 1,528 "," 2,474 "," 5,017 "," 5,565 "," 5,473 "," 6,008 "," 3,170 "," 3,188 "," 4,181 "," 4,417 "," 4,011 "," 2,566 "," 2,932 "," 2,722 "," 4,176 "," 3,636 "," 4,012 "," 4,807 "," 4,257 "," 3,990 "," 3,613 "," 3,867 "," 5,072 "," 3,451 "," 4,168 "," 4,569 "," 4,011 "," 4,487 "," 4,469 "," 3,513 "," 2,457 "," 2,406 "," 2,248 "," 2,799 "," 1,859 "," 2,917 "," 2,165 "," 2,016 "," 1,988 "," 1,873 "," 1,519 "," 1,154 "," 2,711 "," 4,724 "," 4,977 "," 4,336 "," 2,354 "," 2,297 "," 2,457 "," 170,316 ",,,,,,,,,,,,,,,,
내수,EV9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 449 , 124 , 183 , 174 , 182 , 113 , 161 , 92 , 122 , 159 , 144 , 109 , 37 , 88 ," 2,137 ",,,,,,,,,,,,,,,,
내수,EV3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,," 1,975 "," 4,002 "," 2,022 "," 2,107 "," 2,284 ", 461 , 429 ," 2,257 "," 15,537 ",,,,,,,,,,,,,,,,
수출,Morning / Picanto," 8,763 ","8,913 "," 11,830 "," 11,006 "," 9,139 "," 13,655 "," 12,673 "," 10,134 "," 10,217 "," 11,306 "," 12,832 "," 13,744 "," 10,091 ","12,843 "," 13,003 "," 12,250 "," 11,502 "," 12,598 "," 10,926 "," 11,518 "," 11,976 "," 11,356 "," 13,615 "," 10,514 "," 12,908 ","10,247 "," 16,221 "," 16,010 "," 16,229 "," 16,362 "," 15,668 "," 12,111 "," 12,443 "," 16,389 "," 15,950 "," 12,710 "," 14,497 ","12,697 "," 12,836 "," 14,587 "," 13,917 "," 11,743 "," 12,547 "," 8,476 "," 10,717 "," 11,729 "," 11,499 "," 11,131 "," 9,786 ","4,115 "," 11,959 "," 5,708 "," 5,284 "," 7,143 "," 6,569 "," 6,929 "," 8,119 "," 10,184 "," 10,443 "," 9,442 "," 8,149 ","6,465 "," 8,257 "," 10,078 "," 8,084 "," 9,379 "," 12,390 "," 7,850 "," 9,934 "," 12,078 "," 8,447 "," 13,340 "," 10,379 ","9,663 "," 11,130 "," 7,826 "," 10,340 "," 9,348 "," 9,527 "," 8,954 "," 10,649 "," 10,256 "," 10,449 "," 10,296 "," 11,149 ","13,902 "," 14,822 "," 12,906 "," 13,604 "," 12,442 "," 8,568 "," 6,352 "," 6,053 "," 6,589 "," 7,520 "," 7,756 "," 9,795 ","8,361 "," 9,050 "," 9,243 "," 10,810 "," 10,122 "," 9,786 "," 8,852 "," 7,989 "," 11,172 "," 10,298 "," 8,975 "," 7,802 ","9,736 "," 1,178,631 ",,,,,,,,,,,,,,,,
수출,Pride / Rio," 15,519 ","16,706 "," 22,706 "," 16,854 "," 13,540 "," 17,953 "," 17,031 "," 9,224 "," 9,467 "," 11,448 "," 18,092 "," 23,671 "," 11,770 ","11,438 "," 12,619 "," 12,521 "," 12,144 "," 11,177 "," 8,738 "," 4,743 "," 3,463 "," 2,262 "," 3,697 "," 3,845 "," 4,231 ","4,282 "," 5,334 "," 5,216 "," 5,754 "," 5,633 "," 4,744 "," 3,667 "," 4,911 "," 4,945 "," 5,562 "," 5,133 "," 4,817 ","3,249 "," 4,061 "," 4,537 "," 4,808 "," 4,037 "," 5,015 "," 4,368 "," 4,739 "," 4,643 "," 5,202 "," 5,143 "," 5,007 ","2,784 "," 6,101 "," 2,305 "," 1,680 "," 3,341 "," 4,286 "," 4,088 "," 3,798 "," 4,001 "," 4,521 "," 3,677 "," 4,520 ","3,702 "," 5,536 "," 5,826 "," 4,364 "," 4,197 "," 3,661 "," 3,022 "," 3,638 "," 3,065 "," 4,006 "," 3,620 "," 4,038 ","4,121 "," 4,702 "," 4,117 "," 4,066 "," 3,609 "," 6,190 "," 3,533 "," 3,815 "," 3,969 "," 5,029 "," 5,873 "," 5,243 ","5,451 "," 6,127 "," 5,022 "," 4,514 ", 427 ,,,,,,,,,,,,,,,,,,, - ,," 579,251 ",,,,,,,,,,,,,,,,
수출,K3," 11,556 ","12,671 "," 16,626 "," 7,983 "," 7,798 "," 7,154 "," 6,010 "," 6,520 "," 7,738 "," 5,934 "," 9,613 "," 10,081 "," 4,978 ","5,548 "," 6,209 "," 5,770 "," 3,872 "," 3,896 "," 4,967 "," 4,482 "," 5,931 "," 3,274 "," 5,628 "," 4,379 "," 6,281 ","3,029 "," 2,169 "," 3,442 "," 5,078 "," 3,703 "," 2,910 "," 3,551 "," 2,511 "," 5,836 "," 4,744 "," 6,506 "," 4,517 ","2,855 "," 3,922 "," 3,945 "," 5,757 "," 4,435 "," 4,963 "," 4,199 "," 3,555 "," 4,061 "," 3,834 "," 3,284 "," 1,433 ","1,986 "," 4,240 "," 1,160 "," 1,103 "," 2,438 "," 2,477 "," 2,006 "," 3,607 "," 2,895 "," 3,006 "," 1,456 "," 2,181 ","2,455 "," 3,848 "," 3,350 "," 2,127 "," 3,796 "," 4,091 "," 2,378 "," 1,675 "," 1,866 "," 3,222 "," 2,785 "," 3,271 ","1,373 "," 2,480 "," 2,098 "," 2,367 "," 2,114 "," 3,939 "," 1,329 ", 664 , 754 , 727 ," 1,166 "," 1,410 ","1,619 "," 2,259 "," 1,453 "," 1,097 "," 1,039 "," 1,315 "," 1,570 "," 2,149 "," 1,787 "," 3,528 "," 2,200 "," 2,387 ","2,483 "," 2,368 "," 3,760 "," 3,541 "," 3,162 "," 2,862 "," 1,324 ", 40 , 136 , 100 , 100 , - ,," 395,257 ",,,,,,,,,,,,,,,,
수출,K5 / Optima," 2,212 "," 4,367 "," 5,187 "," 5,727 "," 4,803 "," 5,048 "," 7,248 "," 3,738 "," 3,881 "," 5,679 "," 5,599 "," 8,929 "," 4,830 "," 5,049 "," 6,211 "," 6,216 "," 5,223 "," 5,065 "," 5,364 "," 4,399 "," 5,839 "," 3,209 "," 5,682 "," 4,032 "," 3,138 "," 4,027 "," 3,555 "," 3,811 "," 4,259 "," 3,966 "," 3,610 "," 4,331 "," 3,745 "," 3,291 "," 5,873 "," 4,845 "," 3,718 "," 3,200 "," 5,509 "," 5,757 "," 5,939 "," 4,688 "," 4,949 "," 2,799 "," 4,566 "," 4,306 "," 5,642 ", 677 , 5 , 666 ," 3,419 "," 1,791 ", 58 ," 1,139 "," 1,929 "," 3,622 "," 4,137 "," 3,697 "," 4,626 "," 2,533 "," 3,258 "," 3,355 "," 3,685 "," 3,620 "," 2,877 "," 3,113 "," 3,221 "," 1,313 ", 770 ," 1,010 "," 1,356 "," 2,100 "," 2,222 ", 653 ," 1,211 "," 1,635 "," 1,305 ", 932 ," 2,717 "," 1,718 "," 1,168 "," 1,562 "," 1,983 "," 1,927 "," 1,526 "," 1,710 "," 1,407 "," 1,195 "," 1,366 "," 1,135 "," 1,797 "," 2,168 "," 1,433 "," 2,780 "," 1,158 ", 492 ," 1,139 ", 835 ," 4,058 "," 7,410 "," 9,023 "," 8,467 "," 8,720 "," 7,801 "," 7,125 "," 5,934 "," 2,053 "," 8,328 "," 5,522 "," 8,559 "," 403,212 ",,,,,,,,,,,,,,,,
수출,K7 / Cadenza, 267 ,2 , 299 , 343 , 357 , 485 , 420 , 195 ," 1,110 ", 818 ," 1,233 "," 1,702 "," 1,495 ","1,929 "," 1,784 "," 1,971 "," 1,129 "," 1,330 "," 2,032 "," 1,462 "," 1,574 "," 1,135 "," 1,261 ", 835 , 275 ,363 , 630 , 523 , 154 , 267 , 138 , 496 , 289 , 552 , 525 , 165 , 49 ,106 , 828 , 756 , 612 ," 1,189 ", 13 , - , 5 , 104 , 250 , 204 , 248 ,218 , 135 , 121 , 130 , 18 , 243 , 160 , 185 , 331 , 220 , 126 , 75 ,202 , - , 1 , 54 , 142 , 199 , 59 , 104 , 124 , 61 , 172 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,," 36,989 ",,,,,,,,,,,,,,,,
수출,CK,,,,,,,,,,,, 8 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 8 ,,,,,,,,,,,,,,,,
수출,Stinger,,,,,,,,,,,,, 1 ,6 , 15 , - , 23 , 2 , 862 , 863 ," 1,021 "," 3,297 "," 5,472 "," 4,151 "," 3,455 ","2,595 "," 3,490 "," 3,028 "," 2,289 "," 1,331 "," 2,264 "," 2,266 "," 2,129 "," 1,941 "," 2,016 "," 2,375 "," 2,641 ","1,184 "," 1,903 "," 1,682 "," 1,801 "," 1,399 "," 1,082 "," 1,955 "," 1,835 "," 1,442 "," 1,725 "," 1,220 ", 862 ,475 ," 1,722 ", 515 , 118 , 775 ," 1,335 "," 1,797 "," 1,368 "," 1,453 "," 1,447 ", 985 ," 1,212 ","1,502 "," 1,543 "," 2,093 "," 1,287 "," 1,368 "," 1,454 "," 1,343 "," 1,044 ", 801 ," 1,603 "," 1,757 "," 1,340 ","1,325 "," 1,138 "," 1,455 ", 731 , 825 , 596 , 741 , 426 , 948 ," 1,662 "," 2,063 "," 1,618 ","1,192 "," 1,219 ", 933 , 56 , 12 ,,,, 6 ,,,,,,,,,,,,,,,,," 112,906 ",,,,,,,,,,,,,,,,
수출,K9, 115 , 45 , 9 , 5 , 3 , 45 , 3 , 1 , 46 , 31 , 86 , 192 , 70 , 31 , 129 , 49 , 106 , 56 , 50 , 24 , 28 , - , 29 , 7 , 27 , 10 , 2 , - , 1 , 11 , 13 , 45 , 3 , 442 , 178 , 216 , 95 , 3 , 56 , 61 , 3 , 13 , 5 , 102 , 79 , 14 , 42 , 45 , 5 , 8 , 44 , 28 , 33 , - , 10 , 15 , - , - , 1 , 1 , 3 , 1 , 72 , 48 , 3 ,, 25 ,, 2 ,,, 73 , 27 , 23 , - , - , 48 , 1 , - , - , 52 ,,,, 36 , - , 24 , 1 ,, 36 , 36 , 35 , 2 ,, 1 , 1 ,,, 8 ,, 6 , 65 ,,,,,,, - ,," 3,400 ",,,,,,,,,,,,,,,,
수출,Stonic,,,,,,,,,,,,, - , - , 1 , 1 , 2 , 7 ," 3,368 "," 6,408 "," 7,355 "," 4,300 "," 7,204 "," 4,888 "," 4,554 "," 4,346 "," 4,638 "," 5,311 "," 4,688 "," 4,578 "," 4,278 "," 3,956 "," 5,356 "," 5,038 "," 7,347 "," 6,364 "," 6,719 "," 5,786 "," 6,593 "," 7,869 "," 7,878 "," 7,075 "," 7,980 "," 6,024 "," 6,312 "," 7,044 "," 8,224 "," 6,373 "," 4,223 "," 1,744 "," 4,968 "," 3,652 "," 2,182 "," 4,376 "," 4,198 "," 4,746 "," 5,075 "," 6,022 "," 7,352 "," 5,350 "," 7,326 "," 6,221 "," 9,982 "," 7,584 "," 6,231 "," 7,339 "," 5,731 "," 4,418 "," 5,070 "," 4,958 "," 5,573 "," 6,143 "," 7,287 "," 6,437 "," 7,482 "," 8,493 "," 7,938 "," 6,438 "," 10,272 "," 6,034 "," 6,569 "," 6,729 "," 6,689 "," 8,640 "," 7,499 "," 7,685 "," 8,760 "," 8,186 "," 7,766 "," 3,285 "," 5,031 "," 7,021 "," 6,344 "," 8,070 "," 9,052 "," 7,883 "," 6,703 "," 6,191 "," 8,218 "," 6,326 "," 7,850 "," 7,061 "," 6,751 "," 6,879 "," 6,252 "," 7,473 "," 6,159 "," 6,917 "," 4,482 "," 6,311 "," 577,492 ",,,,,,,,,,,,,,,,
수출,Niro,,,,,,,,,,,,," 4,773 "," 7,341 "," 7,455 "," 8,423 "," 7,040 "," 8,118 "," 8,485 "," 8,051 "," 9,268 "," 5,492 "," 8,654 "," 6,634 "," 5,685 "," 4,514 "," 9,839 "," 5,034 "," 6,463 "," 7,905 "," 7,091 "," 6,737 "," 4,416 "," 9,935 "," 11,156 "," 9,434 "," 10,446 "," 7,487 "," 7,669 "," 9,354 "," 9,344 "," 8,188 "," 9,753 "," 7,330 "," 9,552 "," 8,474 "," 10,410 "," 8,323 "," 5,716 "," 7,259 "," 11,265 "," 8,872 "," 9,677 "," 10,297 "," 10,907 "," 7,566 "," 11,268 "," 11,950 "," 11,442 "," 8,788 "," 13,133 "," 9,618 "," 11,219 "," 10,433 "," 9,451 "," 9,872 "," 9,046 "," 7,561 "," 7,335 "," 7,584 "," 11,172 "," 13,000 "," 10,148 "," 8,798 "," 11,203 "," 6,347 "," 8,244 "," 7,577 "," 12,520 "," 9,485 "," 9,855 "," 11,486 "," 11,638 "," 9,348 "," 10,557 "," 11,993 "," 12,919 "," 11,563 "," 12,937 "," 12,825 "," 11,997 "," 9,315 "," 9,541 "," 9,307 "," 13,793 "," 11,824 "," 12,662 "," 9,797 "," 11,168 "," 11,179 "," 9,074 "," 10,854 "," 8,502 "," 6,710 "," 9,245 "," 9,235 "," 8,671 "," 7,333 "," 9,293 "," 10,407 "," 908,054 ",,,,,,,,,,,,,,,,
수출,Niro Plus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 200 , - , 14 ,,, 3 ,, 1 ,,,, 152 ,,, 370 ,,,,,,,,,,,,,,,,
수출,Sportage," 9,467 ","9,763 "," 16,571 "," 13,324 "," 13,823 "," 15,729 "," 15,361 "," 8,765 "," 9,195 "," 9,205 "," 16,184 "," 19,759 "," 11,580 ","15,451 "," 17,465 "," 15,366 "," 12,788 "," 12,964 "," 14,144 "," 12,596 "," 13,532 "," 8,388 "," 12,311 "," 8,528 "," 12,340 ","9,551 "," 13,430 "," 13,896 "," 13,181 "," 11,722 "," 13,169 "," 10,190 "," 10,342 "," 12,708 "," 14,358 "," 12,694 "," 13,205 ","9,310 "," 13,426 "," 14,374 "," 14,814 "," 13,410 "," 13,357 "," 8,147 "," 11,900 "," 10,952 "," 10,849 "," 9,527 "," 8,391 ","7,336 "," 11,574 "," 4,930 "," 4,666 "," 8,124 "," 9,876 "," 9,008 "," 12,833 "," 11,685 "," 10,555 "," 7,174 "," 7,923 ","10,350 "," 10,984 "," 14,470 "," 8,944 "," 10,915 "," 8,522 "," 4,553 "," 6,654 "," 7,544 "," 8,260 "," 10,680 "," 7,104 ","5,103 "," 5,307 "," 8,156 "," 9,977 "," 7,639 "," 9,685 "," 8,694 "," 7,824 "," 8,282 "," 8,278 "," 7,806 "," 10,929 ","11,825 "," 13,444 "," 11,661 "," 10,756 "," 10,845 "," 11,815 "," 10,257 "," 10,531 "," 10,134 "," 12,159 "," 11,934 "," 14,744 ","10,842 "," 11,500 "," 12,798 "," 12,165 "," 12,553 "," 11,618 "," 12,049 "," 8,153 "," 10,279 "," 8,303 "," 11,529 "," 10,293 ","11,317 "," 1,207,350 ",,,,,,,,,,,,,,,,
수출,Sorento," 3,044 ","3,452 "," 3,800 "," 3,852 "," 4,333 "," 4,316 "," 4,300 "," 2,681 "," 2,607 "," 3,922 "," 5,028 "," 6,205 "," 3,031 ","3,072 "," 4,501 "," 3,905 "," 4,008 "," 3,504 "," 3,076 "," 2,493 "," 4,522 "," 2,083 "," 3,775 "," 2,762 "," 1,871 ","2,942 "," 6,008 "," 4,339 "," 3,694 "," 4,977 "," 3,186 "," 3,155 "," 1,654 "," 3,499 "," 3,943 "," 3,801 "," 4,441 ","3,388 "," 4,619 "," 5,093 "," 4,391 "," 4,403 "," 4,099 "," 3,423 "," 3,048 "," 4,266 "," 2,732 "," 3,201 "," 2,344 ","5,791 "," 1,831 ", 191 , 21 ," 1,100 "," 5,572 "," 3,009 "," 2,807 "," 5,563 "," 5,175 "," 3,428 "," 4,855 ","5,848 "," 4,870 "," 5,122 "," 5,251 "," 5,308 "," 3,541 "," 4,508 "," 4,570 "," 3,693 "," 4,066 "," 4,646 "," 6,181 ","4,541 "," 4,089 "," 5,256 "," 6,151 "," 4,593 "," 4,338 "," 5,432 "," 5,717 "," 6,206 "," 6,769 "," 6,917 "," 7,368 ","7,605 "," 8,434 "," 8,180 "," 8,215 "," 9,114 "," 8,826 "," 4,995 "," 1,926 "," 2,488 "," 8,416 "," 6,335 "," 5,417 ","6,470 "," 5,904 "," 8,810 "," 7,834 "," 7,844 "," 7,509 "," 3,670 "," 5,746 "," 6,789 "," 5,816 "," 6,733 "," 6,334 ","6,261 "," 510,784 ",,,,,,,,,,,,,,,,
수출,Mohave / Borrego, 52 , 1 , 141 , 145 , 112 , 35 , 57 , 9 , 34 , 60 , 198 , 380 , 102 , 279 , 576 , 336 , 528 , 123 , 237 , 162 , 161 , 132 , 213 , 103 , 164 , 154 , 279 , 194 , 69 , 310 , 4 , 212 , 93 , - , 10 , 281 , 232 , - , 108 , 168 , 163 , 256 , 80 , - , - , - , - , - , - , - , - , 7 , - , - , 108 , 108 , 108 , 72 , 72 , 180 , 108 , 288 , - , 108 , 144 , 216 , 144 , 108 ,, 108 , 180 ,, 36 , 211 , - , - , - , - , - ,-72 ,,, 72 , 429 , - , 1 , - , - ,,,,, 198 ,,,, - , 54 , 33 , 90 , - , 3 ,, 114 ,,,,, - ,," 10,181 ",,,,,,,,,,,,,,,,
수출,New Soul," 13,877 "," 12,831 "," 16,952 "," 14,122 "," 14,295 "," 15,476 "," 14,784 "," 8,985 "," 10,911 "," 10,448 "," 16,637 "," 20,414 "," 10,278 "," 14,103 "," 16,061 "," 13,124 "," 13,000 "," 12,510 "," 15,484 "," 13,177 "," 16,131 "," 9,862 "," 15,063 "," 12,605 "," 11,714 "," 6,418 "," 11,065 "," 9,778 "," 14,452 "," 12,738 "," 14,215 "," 11,489 "," 11,630 "," 16,852 "," 16,723 "," 14,761 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,," 482,965 ",,,,,,,,,,,,,,,,
수출,New Carens," 1,976 "," 1,876 "," 2,696 "," 2,572 "," 2,533 "," 2,276 "," 2,786 "," 1,125 ", 976 ," 1,172 "," 1,616 "," 1,304 "," 2,040 "," 2,402 "," 2,190 "," 2,106 "," 1,983 "," 2,052 "," 1,768 "," 1,576 "," 1,265 "," 1,051 "," 1,513 "," 1,583 "," 2,489 "," 2,332 "," 2,749 "," 3,408 "," 2,288 "," 2,327 ", 785 , 26 , - ,,,, - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - ,,,,, - , - , - , - ,,,,,,,,,,,,,,,,,,,,,,," 60,841 ",,,,,,,,,,,,,,,,
수출,Carnival / Sedona," 3,678 "," 4,782 "," 4,871 "," 4,699 "," 3,814 "," 6,785 "," 5,822 "," 3,248 "," 1,965 "," 4,066 "," 3,469 "," 4,024 "," 4,249 "," 5,417 "," 5,364 "," 5,257 "," 3,936 "," 4,756 "," 4,356 "," 4,256 "," 5,254 "," 1,231 "," 2,785 "," 1,724 "," 1,001 "," 1,315 "," 1,703 "," 3,270 "," 2,340 "," 2,553 "," 2,801 "," 2,249 "," 2,858 "," 3,394 "," 3,558 "," 3,406 "," 4,201 "," 2,843 "," 4,367 "," 4,217 "," 3,416 "," 3,506 "," 4,376 "," 2,716 "," 2,957 "," 2,959 "," 3,322 "," 2,317 "," 1,704 ", 865 ," 2,984 "," 2,058 "," 1,867 "," 4,263 "," 2,625 ", 155 , 165 , 338 , 934 ," 1,446 "," 2,958 "," 4,814 "," 5,053 "," 5,223 "," 4,057 "," 5,468 "," 4,285 "," 3,545 "," 2,866 "," 2,446 "," 3,314 "," 2,255 "," 3,830 "," 1,957 "," 3,698 "," 5,243 "," 4,796 "," 3,233 "," 4,119 "," 3,119 "," 1,938 "," 3,251 "," 6,076 "," 5,566 "," 6,371 "," 5,376 "," 6,162 "," 7,306 "," 8,862 "," 7,593 "," 6,969 "," 5,871 "," 4,724 "," 5,850 "," 5,407 "," 3,780 "," 6,291 "," 4,627 "," 5,423 "," 9,705 "," 7,521 "," 7,831 "," 8,373 "," 9,224 "," 6,673 "," 8,977 "," 5,040 "," 8,285 "," 6,600 "," 8,590 "," 461,398 ",,,,,,,,,,,,,,,,
수출,BongoⅢ (Truck)," 2,628 "," 2,304 "," 4,002 "," 2,514 "," 2,021 "," 2,247 "," 2,067 "," 1,167 "," 2,893 "," 2,577 "," 4,285 "," 6,384 "," 1,587 "," 3,188 "," 3,675 "," 2,418 "," 2,717 "," 3,531 "," 3,445 "," 2,882 "," 3,179 "," 2,082 "," 3,247 "," 2,588 "," 2,489 "," 1,408 "," 3,236 "," 3,240 "," 2,891 "," 2,422 "," 2,624 "," 2,778 "," 1,920 "," 2,635 "," 4,044 "," 2,753 "," 3,357 "," 2,314 "," 2,653 "," 3,596 "," 2,592 "," 2,148 "," 2,820 "," 2,533 "," 2,054 "," 1,098 "," 2,491 "," 1,975 "," 3,805 "," 1,453 "," 2,438 "," 1,988 "," 1,341 "," 1,503 "," 1,255 "," 2,189 "," 3,517 "," 3,030 "," 2,774 "," 1,653 "," 3,144 "," 2,856 "," 2,444 "," 3,311 "," 2,575 "," 2,733 "," 3,722 "," 2,464 "," 2,070 "," 2,474 "," 2,938 "," 3,677 "," 2,875 "," 2,626 "," 2,322 "," 3,143 "," 3,887 "," 2,987 "," 2,897 "," 1,839 "," 2,040 "," 2,187 "," 2,316 "," 3,882 "," 3,014 "," 3,134 "," 3,003 "," 2,919 "," 2,775 "," 2,635 "," 3,987 "," 2,437 "," 3,636 "," 3,010 "," 3,097 "," 3,285 "," 4,491 "," 3,247 "," 4,445 "," 2,920 "," 2,918 "," 3,067 "," 3,057 "," 2,897 "," 2,704 "," 3,111 "," 3,104 "," 2,961 "," 2,758 "," 2,725 "," 307,391 ",,,,,,,,,,,,,,,,
