통계표,코드(계정항목),계정항목,단위,변환,2021/01,2021/02,2021/03,2021/04,2021/05,2021/06,2021/07,2021/08,2021/09,2021/10,2021/11,2021/12,2022/01,2022/02,2022/03,2022/04,2022/05,2022/06,2022/07,2022/08,2022/09,2022/10,2022/11,2022/12,2023/01,2023/02,2023/03,2023/04,2023/05,2023/06,2023/07,2023/08,2023/09,2023/10,2023/11,2023/12,2024/01,2024/02,2024/03,2024/04,2024/05,2024/06,2024/07,2024/08,2024/09,2024/10,2024/11,2024/12,2025/01,2025/02
6.3. 경제심리지수,E1000,경제심리지수(원계열),,원자료,92.9,96.8,101.7,106,105.9,110.1,104.6,105.8,105.3,106.6,107.4,105.3,106.4,106.7,104.3,106.6,107.6,103.4,98.5,99.9,98.6,95.7,91.9,92.1,90.7,91.8,91.9,94.5,94.9,96.4,94.8,94.7,93.4,92.4,91.8,91.7,91.8,93.7,92.5,94.8,94.1,95,96.3,94.5,94,92.8,93,83.3,86.7,90.2
6.3. 경제심리지수,E2000,경제심리지수(순환변동치),,원자료,93.9,96.9,99.6,102,103.9,105.3,106.3,107,107.4,107.6,107.6,107.3,106.9,106.2,105.4,104.4,103.2,101.9,100.5,99.1,97.6,96.3,95.1,94.1,93.4,93,92.8,92.9,93.1,93.3,93.4,93.5,93.5,93.4,93.4,93.4,93.4,93.4,93.4,93.5,93.6,93.7,93.6,93.3,92.8,92.1,91.2,90.2,89.3,88.4
