통계표,코드(계정항목),계정항목,코드(측정항목),측정항목,단위,변환,2021/01,2021/02,2021/03,2021/04,2021/05,2021/06,2021/07,2021/08,2021/09,2021/10,2021/11,2021/12,2022/01,2022/02,2022/03,2022/04,2022/05,2022/06,2022/07,2022/08,2022/09,2022/10,2022/11,2022/12,2023/01,2023/02,2023/03,2023/04,2023/05,2023/06,2023/07,2023/08,2023/09,2023/10,2023/11,2023/12,2024/01,2024/02,2024/03,2024/04,2024/05,2024/06,2024/07,2024/08,2024/09,2024/10,2024/11,2024/12,2025/01,2025/02
3.1.2.1. 주요국 통화의 대원화환율,38,원/파키스탄루피,200,말일자료,원 ,원자료,6.95,7,7.4,7.22,7.22,7.14,7.07,7.04,6.93,6.81,6.76,6.65,6.8,6.8,6.63,6.83,6.27,6.31,5.43,6.12,6.25,6.41,5.93,5.59,4.67,5.07,4.6,4.72,4.64,4.58,4.52,4.34,4.7,4.81,4.51,4.57,4.76,4.77,4.84,4.95,4.94,4.99,4.97,4.79,4.75,4.98,5.02,5.28,5.14,5.15
3.1.2.1. 주요국 통화의 대원화환율,39,원/방글라데시타카,100,평균자료,원 ,원자료,12.95,13.13,13.35,13.21,13.25,13.23,13.49,13.66,13.73,13.82,13.8,13.8,13.9,13.94,14.18,14.28,14.55,13.8,13.92,13.89,13.9,13.91,13.3,12.47,11.88,11.94,12.34,12.42,12.39,11.98,11.84,12.06,12.11,12.25,11.86,11.86,12.06,12.13,12.13,12.46,11.85,11.75,11.77,11.45,11.17,11.39,11.66,12,11.97,11.89
3.1.2.1. 주요국 통화의 대원화환율,39,원/방글라데시타카,200,말일자료,원 ,원자료,13.16,13.07,13.37,13.07,13.16,13.34,13.51,13.68,13.85,13.68,13.91,13.83,13.99,13.99,14.04,14.67,13.99,13.84,13.77,14.18,14.16,13.99,13.1,12.29,11.58,12.35,12.16,12.62,12.32,12.14,11.8,12.1,12.2,12.27,11.69,11.75,12.12,12.15,12.27,12.56,11.72,11.82,11.78,11.17,11.04,11.58,11.67,12.3,11.75,11.85
3.1.2.1. 주요국 통화의 대원화환율,40,원/멕시코 페소,100,평균자료,원 ,원자료,55.16,54.75,54.44,55.77,56.22,56,57.27,57.79,58.43,57.85,56.78,56.57,58.29,58.56,59.48,61.46,63.31,63.82,63.72,65.41,69.3,71.37,70.04,66.18,65.6,68.26,70.95,72.98,74.88,75.17,75.98,77.66,77.03,74.57,75.27,75.77,77.53,77.9,79.32,81.46,81.35,75.84,76.44,70.68,67.84,69.04,68.69,70.82,70.76,70.57
3.1.2.1. 주요국 통화의 대원화환율,40,원/멕시코 페소,200,말일자료,원 ,원자료,55.13,53.15,55.06,55.23,55.99,57.01,57.76,57.82,57.74,57.52,55.09,57.94,57.9,58.45,60.91,62.05,63.73,64.2,64.25,66.87,71.2,71.58,69.25,65.15,65.43,71.71,72.04,74.29,74.86,76.66,76.72,78.85,76.64,74.9,74.56,75.97,77.57,78,81.09,81.02,80.94,75.22,73.82,67.26,67.07,68.56,68.29,71.17,69.21,70.28
3.1.2.1. 주요국 통화의 대원화환율,41,원/브라질 헤알,100,평균자료,원 ,원자료,205.25,205.6,200.36,200.85,211.9,222.67,222.04,220.85,222.42,213.55,212.86,209.29,215.28,230.95,245.47,260.41,255.96,252.45,243.39,256.2,266.09,271.24,258.77,247.14,239.75,245.81,250.69,263,267,266.95,267.69,269.35,269.55,266.95,267.17,266.09,269.44,268.47,267.21,266.97,265.62,256.36,249.65,243.59,240.39,241.78,240.51,235.24,240.28,250.76
3.1.2.1. 주요국 통화의 대원화환율,41,원/브라질 헤알,200,말일자료,원 ,원자료,204.84,200.4,196.34,207.44,213.58,227.97,225.78,224.59,218.79,207.51,213.02,212.78,222.38,232.91,253.79,257.02,262.06,249.47,251.54,263,265.81,267.98,252.66,239.72,240.14,253.29,255.94,269.19,262.52,270.3,270.36,270.18,269.65,268.01,262.74,265.73,268.8,268.52,268.53,269.38,264.53,252.52,246.7,237.22,242.81,240.04,231.85,237.94,243.96,246.48
3.1.2.1. 주요국 통화의 대원화환율,42,원/아르헨티나페소,100,평균자료,원 ,원자료,12.79,12.56,12.43,12.08,11.95,11.78,11.89,11.95,11.91,11.93,11.8,11.63,11.5,11.27,11.17,10.9,10.79,10.41,10.2,9.77,9.72,9.38,8.44,7.53,6.87,6.64,6.44,6.13,5.76,5.23,4.85,4.18,3.8,3.86,3.71,2.51,1.62,1.6,1.57,1.58,1.54,1.53,1.5,1.44,1.39,1.39,1.39,1.41,1.4,1.37
3.1.2.1. 주요국 통화의 대원화환율,42,원/아르헨티나페소,200,말일자료,원 ,원자료,12.79,12.35,12.33,11.84,11.8,11.82,11.88,11.93,12.01,11.76,11.83,11.54,11.48,11.19,10.92,11.02,10.38,10.34,9.94,9.72,9.76,9.1,7.97,7.17,6.59,6.69,6.25,6.04,5.54,5.12,4.68,3.78,3.84,3.87,3.58,1.6,1.61,1.58,1.57,1.57,1.54,1.52,1.49,1.41,1.37,1.4,1.38,1.43,1.36,1.36
3.1.2.1. 주요국 통화의 대원화환율,16,원/스웨덴크로나,100,평균자료,원 ,원자료,132.41,133.36,132.53,131.59,134.49,133.66,132.68,133.67,135.48,136.45,134.53,130.28,130.86,128.88,127.71,129.1,127.74,127.18,125.95,127.09,127.6,128.28,127.52,124.75,119.87,121.73,124.57,127.51,127.13,120.45,122.19,121.96,119.75,122.55,122.46,126.91,127.92,127.84,127.97,126.51,127.05,131.62,130.15,130.17,130.4,129.76,128.03,130.56,131,133.73
3.1.2.1. 주요국 통화의 대원화환율,16,원/스웨덴크로나,200,말일자료,원 ,원자료,133.67,133.65,129.76,132.3,134.37,132.53,134.16,134.96,134.56,137.57,131.59,131.04,128.04,125.33,130.83,128.52,127.66,126.31,127.7,126.19,128.65,129.23,125.72,121.17,118.15,126.78,125.81,130.2,121.67,120.82,121.53,121.94,122.28,121.38,124.42,129,127.82,129.06,125.82,126.15,129.9,130.72,128.58,130.66,130.92,129.55,127.62,133.23,129.52,133.84
3.1.2.1. 주요국 통화의 대원화환율,18,원/덴마크크로나,100,평균자료,원 ,원자료,179.64,180.8,181.11,179.98,183.41,181.8,181.89,183.63,185.34,184.45,181.57,179.96,181.86,182.76,180.82,179.34,180.43,181.33,179.1,179.38,185.18,188.85,186.63,184.34,180.47,182.9,187.83,194.11,193.9,188.74,190.84,193.1,190.79,191.32,189.8,190.77,193.66,192.83,194.1,196.63,197.89,199.16,201.02,199.89,198.61,198.6,198.82,201.46,201.61,201.81
3.1.2.1. 주요국 통화의 대원화환율,18,원/덴마크크로나,200,말일자료,원 ,원자료,181.67,181.52,178.6,180.52,183,180.78,183.46,184.73,184.81,184,181.21,180.48,180.04,180.37,181.66,179.1,180.42,181.47,178.58,181.55,189.44,189.88,184.81,181.7,179.17,187.77,190.85,198.23,190.53,191.56,189.4,193.81,190.66,192.35,189.67,191.38,193.58,193.98,194.8,198.13,199.91,199.37,200.67,198.37,197.68,201.38,197.39,204.98,199.52,200.7
3.1.2.1. 주요국 통화의 대원화환율,19,원/노르웨이크로나,100,평균자료,원 ,원자료,128.95,130.76,132.72,133.32,135.17,133.3,130.43,130.92,135.15,139.79,135.72,131.94,135.1,135.01,138.24,138.63,132.08,130.83,130.67,135.69,135.54,135.28,134.29,131.25,125.47,124.38,123.99,125.84,123.11,120.12,125.09,126.19,123.93,122.66,119.96,123.31,127.29,126.28,125.53,125.46,127.2,130.16,128.28,126.52,125.68,125.51,126.18,127.9,128.17,129.1
3.1.2.1. 주요국 통화의 대원화환율,19,원/노르웨이크로나,200,말일자료,원 ,원자료,129.62,130.58,132.57,135.17,133.51,132.04,131.45,134.28,135.07,140.56,132.32,134.29,134.43,133.59,141.26,134.78,132.41,130.69,133.96,137.35,134.11,137.51,132.95,128.12,123.07,127.45,125.45,126.25,118.22,121.52,125.61,124.72,124.26,121.4,120.93,126.41,127.45,125.95,124.03,125.37,130.48,130.32,126.42,127.17,125.67,126.21,126.32,129.62,126.54,128.06
3.1.2.1. 주요국 통화의 대원화환율,43,원/러시아루블,100,평균자료,원 ,원자료,14.76,14.92,15.18,14.71,15.18,15.44,15.46,15.76,16.05,16.59,16.27,16.03,15.63,15.46,11.37,15.29,19.47,22.35,22.17,21.63,23.06,23.05,22.31,19.73,17.81,17.41,17.11,16.28,16.81,15.58,14.2,13.82,13.82,13.93,14.47,14.34,14.82,14.52,14.55,14.71,15.01,15.67,15.84,15.22,14.67,14.12,13.86,13.83,14.04,15.6
3.1.2.1. 주요국 통화의 대원화환율,43,원/러시아루블,200,말일자료,원 ,원자료,14.63,14.85,14.94,14.79,15.25,15.53,15.68,15.86,16.26,16.68,16.01,15.85,15.36,14.33,14.5,17.45,19.47,24.86,20.86,22.46,24.95,23.07,21.88,16.9,17.57,17.65,16.87,16.37,17.59,15.11,13.9,13.72,14.13,14.62,14.53,14.57,14.85,14.57,14.55,14.8,15.25,16.34,16.15,14.59,13.99,14.27,12.91,13.3,14.55,16.42
3.1.2.1. 주요국 통화의 대원화환율,44,원/헝가리포린트,100,평균자료,원 ,원자료,3.72,3.76,3.68,3.71,3.85,3.87,3.79,3.88,3.92,3.8,3.71,3.64,3.77,3.82,3.58,3.56,3.49,3.4,3.31,3.32,3.41,3.37,3.41,3.37,3.4,3.54,3.63,3.85,3.88,3.79,3.76,3.73,3.69,3.7,3.73,3.73,3.78,3.71,3.66,3.73,3.81,3.77,3.82,3.78,3.75,3.69,3.62,3.65,3.65,3.73
3.1.2.1. 주요국 통화의 대원화환율,44,원/헝가리포린트,200,말일자료,원 ,원자료,3.76,3.73,3.65,3.73,3.91,3.82,3.82,3.95,3.82,3.79,3.67,3.64,3.76,3.71,3.68,3.52,3.41,3.42,3.28,3.35,3.35,3.43,3.38,3.38,3.42,3.7,3.74,3.96,3.83,3.84,3.67,3.8,3.64,3.75,3.74,3.73,3.73,3.67,3.69,3.78,3.83,3.75,3.79,3.77,3.71,3.68,3.55,3.72,3.66,3.74
3.1.2.1. 주요국 통화의 대원화환율,45,원/폴란트즈워티,100,평균자료,원 ,원자료,294.56,299.13,292.97,293.13,301.39,300.47,296.63,298.96,302.26,298.87,290.82,289.83,297.37,298.95,283.85,286.88,288.65,290.3,279.69,282.73,290.41,292.72,295.55,292.99,285.85,287.2,298.19,311.72,318.44,315.08,319.9,322.84,309.79,317.05,321.55,328.52,330.95,332.31,336.1,340.74,344.91,344.01,350.09,347.51,346.5,343.09,342.08,351.91,353.42,360.8
3.1.2.1. 주요국 통화의 대원화환율,45,원/폴란트즈워티,200,말일자료,원 ,원자료,297.5,298.71,285.19,293.89,303.55,297.46,298.58,301.25,296.63,296.01,287.87,292.11,293.91,285.73,291.07,284.1,292.67,289.1,278.97,285.79,290.22,299.41,293.88,288.7,282.89,296.47,304.09,322.79,312.76,320.46,319.69,323.36,308.46,322.76,325.64,329.11,331.72,334.79,337.35,342.44,348.3,344.82,349.02,345.32,344.83,344.98,341.79,357.33,354.26,359.47
3.1.2.1. 주요국 통화의 대원화환율,46,원/체코코루나,100,평균자료,원 ,원자료,51.09,51.97,51.44,51.59,53.38,53.12,52.77,53.62,54.27,53.81,53.18,52.99,55.26,55.65,53.9,54.6,54.2,54.57,54.2,54.32,56.04,57.27,56.98,56.5,56,57.4,59.04,61.73,61.2,59.32,59.53,59.68,58.37,58.03,57.83,58.15,58.43,57.01,57.21,58.03,59.49,59.97,59.33,59.21,59.07,58.56,58.6,59.79,59.75,60.03
3.1.2.1. 주요국 통화의 대원화환율,46,원/체코코루나,200,말일자료,원 ,원자료,51.84,51.57,50.78,51.93,53.44,52.71,53.56,53.72,53.87,53.16,52.7,53.98,54.84,53.67,55.29,54.27,54.32,54.58,54.1,54.99,57.42,57.65,56.44,55.85,55.9,59.11,60.4,62.93,59.87,60.17,58.85,59.93,58.21,58.49,58.28,57.76,58.24,57.16,57.45,58.78,60.29,59.36,58.92,59.03,58.64,59.21,58.25,60.68,59.25,59.9
3.1.2.1. 주요국 통화의 대원화환율,20,원/사우디아라비아리얄,100,평균자료,원 ,원자료,292.55,296.39,301.53,298.43,299.49,298.96,304.99,309.38,311.81,315.36,315.36,315.42,318.16,319.4,325.46,328.57,338.54,340.46,348.18,350.95,370.11,379.58,362.94,344.73,332.02,338.69,347.73,351.89,354.17,345.74,342.95,351.49,354.45,360.1,349.35,347.66,352.92,355.11,354.81,364.68,364.05,367.93,368.79,360.87,355.74,362.43,371.01,381.83,387.85,385.44
3.1.2.1. 주요국 통화의 대원화환율,20,원/사우디아라비아리얄,200,말일자료,원 ,원자료,297.16,295.53,302.23,295.22,297.51,301.3,305.88,310.46,315.9,312.36,318.12,315.76,320.48,320.57,322.73,338.43,332.13,344.58,347.18,358.71,381.77,377.61,354.29,337.07,327.3,351.03,347.33,357.22,352.58,350.03,341.28,352.25,358.49,360.58,343.61,343.85,354.82,355.67,359.1,367.59,367,370.4,369.07,355.84,351.79,368.32,371.26,391.43,382.1,383.85
3.1.2.1. 주요국 통화의 대원화환율,47,원/카타르리얄,100,평균자료,원 ,원자료,301.19,305.18,309.64,307.41,306.76,305.81,311.93,316.98,320.09,323.89,324.05,324.46,327.63,328.17,334.23,337.31,347.52,349.42,356.42,358.98,379.5,391.43,372.96,353.89,341.08,348.1,357.22,361.03,364.25,355.8,352.98,361.73,364.56,370.34,359.46,357.67,363.11,365.22,364.71,375.04,374.53,378.55,379.38,371.37,366.18,373.31,382.2,393.46,399.32,396.54
3.1.2.1. 주요국 통화의 대원화환율,47,원/카타르리얄,200,말일자료,원 ,원자료,306.06,304.36,311.32,304.15,306.45,305.27,315.13,315.18,322.83,321.81,325.26,325.53,330.24,329.44,331.36,347.81,341.24,352.03,354.29,366.82,391.62,386.13,364.46,346.81,335.62,360.79,356.68,367.62,362.68,360.09,351.2,362.51,368.87,370.12,353.51,353.95,365,365.83,369.29,378.04,377.63,381.05,379.7,366.34,362.03,379.4,382.61,403.24,393.14,395.01
3.1.2.1. 주요국 통화의 대원화환율,48,원/이스라엘셰켈,100,평균자료,원 ,원자료,340.41,339.75,341.35,341.19,344.38,344.73,349.6,359.75,364.82,367.87,379.08,377.68,381.65,372.51,377.02,380.51,375.74,374.26,377.34,399.35,403.92,403.35,391.92,375.73,361.55,359.86,360.62,363.19,362.4,356.26,350.77,352.61,348.51,338.23,344.04,354.9,356.68,365.53,366.56,364.53,369.12,370.55,376.01,362.8,357.94,361.88,374.41,396.31,402.37,405.37
3.1.2.1. 주요국 통화의 대원화환율,48,원/이스라엘셰켈,200,말일자료,원 ,원자료,339.18,336.18,339.72,340.99,343.26,347.16,354.16,361.95,368.14,370.21,377.79,381.71,376.25,368.5,380.74,382.11,373.18,373.7,382.85,404.84,402.98,402.05,387.34,360.23,354.94,359.4,362.56,368.44,356.65,355.38,345.8,349.31,351.48,336.72,349.91,355.5,363.72,371.23,366.99,366.98,371.58,369.75,369.7,364.73,356.99,373.32,381.63,401.91,400.08,402.43
3.1.2.1. 주요국 통화의 대원화환율,49,원/요르단디나르,100,평균자료,원 ,원자료,1548.16,1568.28,1595.42,1578.72,1584.29,1581.54,1613.58,1636.58,1649.63,1668.29,1668.41,1669.62,1684.05,1690.09,1722.17,1738.01,1790.87,1801.47,1844,1859.46,1962.75,2011.98,1923.71,1827.4,1758.08,1791.26,1840.6,1860.75,1872.16,1827.67,1813.66,1859.86,1875.42,1904.58,1846.9,1837.66,1865.65,1877.61,1876.92,1929.42,1925.85,1946.65,1951.36,1910.2,1882.68,1919.64,1964.63,2022.19,2051.16,2037.06
3.1.2.1. 주요국 통화의 대원화환율,49,원/요르단디나르,200,말일자료,원 ,원자료,1572.07,1563.22,1598.73,1561.92,1574.05,1593.79,1618.34,1642.31,1671.23,1652.61,1683.22,1672.07,1695.91,1695.02,1707.76,1789.78,1757.12,1823.55,1839.21,1900.56,2023.7,2000.28,1878,1786.82,1732.39,1857.19,1838.02,1888.78,1863.57,1850.45,1806.51,1863.75,1896.76,1907.37,1816.64,1817.59,1875.8,1881.26,1899.58,1944.57,1941.47,1959.38,1952.89,1883.36,1861.21,1949.68,1965.06,2072.17,2020.16,2028.32
3.1.2.1. 주요국 통화의 대원화환율,21,원/쿠웨이트디나르,100,평균자료,원 ,원자료,3619.42,3672.82,3740.41,3712,3732.54,3725.07,3802.3,3858.09,3887.93,3921.4,3914.05,3909.72,3947.85,3961.85,4018.84,4038.29,4143.18,4164.61,4251.84,4292.75,4500.99,4602.17,4421.24,4227.29,4080.23,4151.95,4256.47,4307.56,4327.49,4219.29,4191.06,4282.77,4306.6,4367.86,4246.41,4234.66,4303.18,4326.02,4327.96,4442.43,4444.35,4500.32,4521.99,4431.06,4372.72,4440.45,4535.08,4661.02,4719.68,4683.35
3.1.2.1. 주요국 통화의 대원화환율,21,원/쿠웨이트디나르,200,말일자료,원 ,원자료,3681.22,3663.77,3751.08,3678.46,3707.03,3752.66,3813.23,3871.65,3928.45,3885.59,3942.26,3918.75,3968.32,3969.18,3986.17,4136.2,4072.97,4216.21,4246.17,4372.87,4630.93,4581.79,4326.28,4139.2,4023.64,4289.81,4251.89,4377.33,4300.4,4268.44,4170.06,4290.96,4349.99,4376.01,4180.45,4195.22,4324.9,4336.24,4377.28,4478.04,4486.64,4528.33,4531.8,4372.01,4324.86,4511.74,4536.35,4770.56,4644.98,4663.43
3.1.2.1. 주요국 통화의 대원화환율,22,원/바레인디나르,100,평균자료,원 ,원자료,2911.11,2948.59,2999.4,2969.24,2979.53,2974.26,3034.43,3077.82,3102.31,3137.46,3137.64,3139.45,3166.89,3178.31,3238.46,3268.45,3368.03,3388.02,3467.71,3497.01,3691.03,3783.04,3618.01,3437.97,3308.09,3370.39,3463.01,3501.13,3522.8,3439.55,3412.04,3497.37,3528.15,3585.89,3478.71,3460.18,3510.86,3532.72,3531.59,3628.39,3621.77,3661.7,3669.58,3593.12,3542.69,3609.78,3696.21,3803.18,3861.69,3835.07
3.1.2.1. 주요국 통화의 대원화환율,22,원/바레인디나르,200,말일자료,원 ,원자료,2956.42,2939.59,3006.63,2937.4,2960.21,2997.35,3043.5,3088.59,3142.97,3107.96,3165.18,3144.23,3189.05,3190.02,3211.33,3366.75,3304.16,3429.26,3458.7,3574.08,3805.63,3764.42,3531.55,3361.27,3258.89,3494.15,3458.08,3553.83,3506.88,3482.32,3395.32,3505.13,3570.9,3592.14,3422.73,3420.25,3529.07,3541.28,3572.32,3657.13,3651.29,3689.77,3672.78,3546.61,3500.36,3668.74,3699.57,3896.62,3801.96,3819.58
3.1.2.1. 주요국 통화의 대원화환율,23,원/아랍에미리트디르함,100,평균자료,원 ,원자료,298.79,302.66,307.92,304.76,305.81,305.27,311.45,315.9,318.4,322.02,322.05,322.27,325.08,326.25,332.43,335.51,345.73,347.76,355.94,358.95,378.86,388.41,371.38,352.91,339.57,345.96,355.51,359.43,361.69,353.04,350.21,358.97,361.96,367.74,356.77,355.06,360.36,362.58,362.32,372.44,371.74,375.75,376.63,368.68,363.42,370.54,379.36,390.53,396.35,393.57
3.1.2.1. 주요국 통화의 대원화환율,23,원/아랍에미리트디르함,200,말일자료,원 ,원자료,303.45,301.77,308.59,301.49,303.83,307.64,312.37,317,322.58,318.99,324.9,322.75,327.37,327.45,329.64,345.6,339.17,351.99,355.01,366.86,390.62,386.41,362.5,345.06,334.51,358.66,354.98,364.86,359.99,357.42,348.49,359.75,366.13,368.31,350.99,351.07,362.28,363.2,366.76,375.36,374.76,378.22,376.97,363.56,359.27,376.61,379.72,400.22,390.24,391.97
3.1.2.1. 주요국 통화의 대원화환율,50,원/튀르키예리라,100,평균자료,원 ,원자료,148.22,156.65,147.02,136.88,134,130.01,132.89,136.9,137.25,128.27,112.44,89.33,88.25,87.76,83.58,83.84,81.5,75.07,75.14,73.19,75.98,76.76,73.35,69.48,66.42,67.41,68.69,68.26,67.28,54.95,48.65,49,49.36,48.36,45.75,44.87,44.01,43.23,41.47,42.25,42.33,42.34,42.04,40.19,39.18,39.73,40.45,41,41.01,39.94
3.1.2.1. 주요국 통화의 대원화환율,50,원/튀르키예리라,200,말일자료,원 ,원자료,151.74,151.02,136.04,134.9,130.14,129.44,135.63,138.96,132.77,122.85,93.09,89.81,88.38,85.48,82.57,85.77,76.03,77.8,72.64,74.06,77.56,76.26,71.41,67.72,65.32,69.75,67.98,68.92,64.1,50.42,47.53,49.52,49.18,47.86,44.53,43.69,43.82,42.73,41.57,42.51,42.68,42.23,41.82,39.17,38.61,40.35,40.22,41.61,39.98,39.41
3.1.2.1. 주요국 통화의 대원화환율,51,원/남아프리카공화국랜드,100,평균자료,원 ,원자료,72.59,75.25,75.46,77.61,79.9,80.66,78.83,78.46,80.53,79.67,76.26,74.59,76.98,78.72,81.67,82.3,79.79,80.76,77.71,78.92,79.22,78.83,77.84,75.03,73.08,71.12,71.43,72.64,69.81,69.23,70.63,70.42,70.07,70.96,70.72,69.88,70.45,70.12,70.59,72.34,74.27,75.01,75.83,74.99,75.75,77.36,77.79,78.86,77.64,78.16
3.1.2.1. 주요국 통화의 대원화환율,51,원/남아프리카공화국랜드,200,말일자료,원 ,원자료,73.4,73.88,76.01,77.48,80.98,78.71,78.74,79.46,78.04,77.45,73.98,74.45,77.77,78.16,83.56,79.43,80.41,79.59,78.85,79.42,79.69,78.33,78.32,74.83,70.68,71.52,73.14,73.22,67.18,69.96,72.52,70.78,70.53,71.76,68.74,69.47,70.82,69.25,71.15,73.97,73.48,75.26,75.62,75.25,77.1,78.34,76.99,78.2,77.09,77.98
3.1.2.1. 주요국 통화의 대원화환율,52,원/이집트파운드,100,평균자료,원 ,원자료,69.91,70.93,71.99,71.33,71.67,71.54,72.92,73.9,74.44,75.28,75.27,75.32,75.95,76.24,73.44,66.91,68.89,68.2,69.2,68.89,71.77,71.3,55.9,52.54,44.19,41.7,42.31,42.72,42.99,41.96,41.64,42.67,43,43.72,42.4,42.19,42.84,43.09,30.11,28.62,28.9,28.91,28.72,27.68,27.53,28.01,28.22,28.39,28.83,28.63
3.1.2.1. 주요국 통화의 대원화환율,52,원/이집트파운드,200,말일자료,원 ,원자료,70.95,70.6,72.11,70.72,71.17,72.11,73.06,74.17,75.42,74.58,75.92,75.46,76.39,76.56,66.27,68.65,66.96,68.77,68.92,70.05,73.43,59.51,54.24,51.19,40.84,43.01,42.19,43.36,42.93,42.49,41.42,42.76,43.49,43.78,41.65,41.69,43.01,43.12,28.41,28.81,29.13,28.92,28.58,27.46,27.26,28.38,28.12,28.91,28.53,28.42
